주소,간이약도,관리자,Tel,위도lon,경도lat 
대구광역시 달서구 선원로 137,관리사무소,장기호,053-585-4771,35.8599804891,128.5081310311
충청남도 보령시 한내로터리길 165,주출입구 경비실,이만재,041-936-9937,36.3534449192,126.6164832884
광주광역시 서구 풍암순환로 10 관리사무소,풍암 중흥2차아파트 관리사무소,이원희,062-681-2325,35.1249904114,126.8739955507
대구광역시 달성군 다사읍 서재로28길 39 서재우방타운 관리사무소,관리사무소 내 화장실 입구,박기환,053-585-0484,35.8742472882,128.5012488032
대구광역시 동구 과학로 23,관리사무소 입구,홍원규,053-961-6060,35.8808299258,128.7162585847
울산광역시 남구 월평로 272 삼신현대아파트,1층 관리사무소 내,박춘호,0102318-8562,35.5461517574,129.3342256406
울산광역시 남구 팔등로 85 울산신정푸르지오,후문 보안실 입구,노언석,010-9326-7115,35.5470156777,129.3137216694
전라북도 전주시 덕진구 팔복1길 6,관리사무소 내,이규완,212-7677,35.8474649297,127.1048163926
충청남도 태안군 태안읍 원이로 302,관리동 1층 현관입구,김재용,041-673-1771,36.7835498472,126.2771466048
인천광역시 남동구 인주대로914번길 16 2층 (만수동),인천청선학교 중앙현관 2층엘리베이터 우측,보건교사,032-340-8498,37.4476809939,126.7381948557
전라남도 무안군 망운면 공항로 970-260,국제선 격리대합실,오수진,061-455-2313,34.9961580244,126.3876247054
세종특별자치시 세종시 세종특별자치시  세종로 933 가득유치원(새롬동),1층현관 계단 앞,김설종,044-999-6809,36.4870553182,127.2435191608
세종특별자치시 세종시 세종특별자치시  남세종로 504-6 여울유치원(보람동),1층 현관,엄세연,044-999-6200,36.4756414946,127.2849208865
강원도 춘천시 춘천로145번길 18  (약사동),본관 1층 현관 ,박소영 ,033-259-1644,37.8765625875,127.729078758
서울특별시 강남구 선릉로116길 45  (삼성동),1층 현관 앞,정수빈,02-3015-3304,37.5136848786,127.0468366981
"인천광역시 서구 봉오재1로 36 LH루원시티 센트럴타운아파트 (신현동, 엘에이치루원시티센트럴타운)",정문입구 경비실,윤선태,0325728561,37.5204827203,126.6668243362
경기도 동두천시 지행로 95 동두천청소년수련관 (지행동),동두천청소년수련관1층,이진아,031-860-2851,37.8931273845,127.0578127883
경기도 동두천시 지행로 95 동두천청소년수련관 (지행동),동두천청소년수련관 지하1층,이진아,031-860-2851,37.8931273845,127.0578127883
경기도 동두천시 지행로 95 동두천청소년수련관 (지행동),동두천청소년수련관2층,이진아,031-860-2851,37.8931273845,127.0578127883
충청북도 증평군 증평읍 초중6길 8  (한라비발디아파트),증평한라비발디관리사무소 입구,권혁면,010-2407-7825,36.7756010157,127.5690680341
"경기도 하남시 미사강변북로 25  (선동, 미사강변리슈빌엔에이치애프)",관리사무소,박태연,010-3075-0084,37.5728956514,127.1807289949
경기도 안양시 만안구 경수대로 1252 석수1동 주민센터내 (석수동),석수1동 주민센터내,고은혜,010-8263-5010,37.4196236409,126.9106237375
"서울특별시 성동구 자동차시장3길 64  (용답동, 중랑물재생센터)",서울하수도과학관 1층,이봉주,02-2211-2561,37.5597277713,127.0624752645
울산광역시 남구 문수로 44 문수스쿼시장 (옥동),문수스쿼시장 1층 출입구 우측,이종화,220-2509,35.5340733739,129.2656861092
"전라북도 전주시 덕진구 한배미로 33  (인후동1가, 부영5차아파트)",관리동 경로당 앞,김길문,245-0168,35.8245110678,127.1687282299
경상북도 포항시 남구 형산강북로 389  (해도동),포항시장애인종합복지관 1층로비,김순자,0542824009,36.0097161032,129.3675126600
경기도 구리시 건원대로34번길 90 인창도서관 (인창동),인창도서관 본관 출입구 오른쪽,김규성,0315508452,37.6052786804,127.1458553691
"경상남도 진주시 소호로 39 관리사무소 앞 (충무공동, 한림 풀에버)",한림풀에버아파트 관리사무소 앞,차동건,055-762-5432,35.1718378597,128.1319507790
"대전광역시 중구 뿌리공원로 45, 효문화진흥원 (안영동)",본관 1층 로비,서경원,042-580-9000,36.2858679761,127.3832970975
경기도 안산시 상록구 성호로 70 본관 1층 중앙현관 (일동),호동초등학교 1층 중앙현관,박수정,070-5075-7170,37.3126108873,126.8652978736
"대구광역시 달서구 상원로 142 1층 관리사무소 (상인동, 상인자이)",아파트 1층 관리사무소,변이관,0536417743,35.8215454134,128.5302811514
부산광역시 부산진구 진남로328번길 35 부산진구국민체육센터,지하2층 수영장입구,김동준,051-710-7628,35.1553222370,129.0736573988
서울특별시 강서구 하늘길 112 국내선 2층 안내카운터,국내선 2층 안내카운터,구성훈,02-2660-4047,37.5587858634,126.8033548795
서울특별시 광진구 군자로 34 광진구 CCTV 통합관제센터 (화양동),통합관제센터 2층 관제실 내,김성곤,010-7447-1822,37.5462281022,127.0705073667
경상북도 상주시 함창읍 함창중앙로 130 함창보건지소,1층 복도 (좌측),허진,541-3300,36.5690980185,128.1786452129
부산광역시 사하구 다대로83번길 132  (괴정동),인창실버웰 1층 로비,강정혜,0512021166,35.0938010105,128.9841100826
제주특별자치도 제주시 정실동길 51 제주교도소 (오라이동),중앙통용문,김태수,064-741-2800,33.4627879128,126.5149969887
"서울특별시 마포구 마포대로 195 3단지 6초소 (아현동, 마포 래미안 푸르지오)","서울특별시 마포구 마포대로 195, 마포래미안푸르지오아파트(아현동)",남윤희,010,37.5532607799,126.9517612666
"서울특별시 마포구 마포대로 195 ,4단지 관리사무소 앞 (아현동, 마포 래미안 푸르지오)","서울특별시 마포구 마포대로 195, 마포래미안푸르지오아파트 (아현동)",남윤희,010,37.5533558167,126.9528306636
충청북도 음성군 생극면 송곡길 24,진료실 입구,,043-881-3930,37.0572207372,127.6007113772
충청북도 음성군 삼성면 금율로 389번길 45-6,진료실 입구,,043-878-6190,37.0387423514,127.5366717997
충청북도 음성군 삼성면 천평길 204번길 27-4,진료실 입구,,043-881-6261,37.0008059204,127.5058135807
충청북도 음성군 삼성면 청용로 131,진료실 입구,,043-881-6265,37.0056162332,127.4596350840
충청북도 음성군 대소면 삼양로 1042번길 4-3,진료실 입구,,043-881-8093,36.9492822023,127.4493942388
충청북도 음성군 대소면 대동로 530번길 24,진료실 입구,,043-881-7517,36.9526846944,127.5233175661
충청북도 청주시 청원구 오창가좌1길 47 (오창읍),진료실 내,서윤희,043-212-9581,36.7337588996,127.3693231556
충청북도 청주시 상당구 보청대로 4650 (가덕면),대기실,이정숙,043-201-3540,36.5533595846,127.5482721451
서울특별시 강남구 선릉로 668 (삼성동),1층 1차진료실,최설,02-3423-7148,37.5163319972,127.0421327994
충청북도 청주시 서원구 현도면 선동리 499-3,대기실,김다미,043-201-3572,36.4864669901,127.4241680840
충청북도 청주시 상당구 상당로 155 (북문로3가),1층 당직실,윤효상,043-201-2569,36.6423688871,127.4890686106
강원도 동해시 천곡동 840,보건소 1층 민원실,홍수연,033)530-2421,37.5225201560,129.1169058421
강원도 동해시 덕골길 10 종합운동장,종합운동장 현관 좌측,김명식,033-535-1491,37.5160608813,129.1021974920
강원도 속초시 동해대로 4271 관리사무소,아파트내중앙경비초소,한영미,033-636-2701,38.1979872702,128.5732157042
강원도 속초시 온정로 24 관리사무소,관리사무소현관,남석희,033-635-8716,38.1860267616,128.5944059983
강원도 속초시 온정로 10 관리사무소,관리사무소현관,이기섭,033-636-6757,38.185146346,128.5929031116
강원도 속초시 청대로 8 관리사무소,관리사무소현관,김철환,033-638-6003,38.1840834740,128.5984631276
강원도 속초시 밤골3길 39 관리사무소,관리사무소정문초소,김인철,033-635-6194,38.2035161568,128.5666404158
강원도 속초시 청대로204번길 40 관리사무소,관리사무소안,김성철,033-635-2295,38.1888535277,128.5825563958
강원도 속초시 소평로 162 관리사무소,관리사무소안,윤규식,033-635-4830,38.1910101605,128.5784027387
강원도 속초시 미시령로3359번길 15 관리사무소,관리사무소현관,최옥기,033-636-5272,38.2082183932,128.5736460156
강원도 속초시 미시령로3337번길 7 관리사무소,관리사무소현관,하인호,033-638-0411,38.2054186632,128.5709554312
강원도 속초시 번영로43번길 52 관리사무소,관리사무소안,임웅순,033-631-4788,38.2066003056,128.5806345349
충청남도 홍성군 홍성읍 옥암리 956,노인복지관,지범준,0416310960,36.5971117053,126.6546640858
충청남도 홍성군 홍동면 운월리 313-10,진료실,이민숙,0416309514,36.5595476466,126.6869974281
충청남도 홍성군 서부면 판교리 607-4,진료실,노경숙,0416428399,36.5439832489,126.5174038982
충청남도 홍성군 홍북면 신경리 445-44,충남도청,강진아,0416352354,36.6592804592,126.6733379941
충청남도 홍성군 홍북면 신경리 445-44,도청,강진아,0416352354,36.6600702721,126.6738211974
충청남도 홍성군 홍북면 신경리8-1,연구정보원,정준목,0416408061,36.6578896847,126.6785155926
경기도 화성시 우정읍 조암리 산28-2,관리사무소,권혁호,031-355-1292,37.0894285569,126.8197674506
경기도 화성시 송산면 신천길 85,진료대기실,이금미,031-357-7582,37.2486144871,126.7170499462
경기도 화성시 반월동 870 신영통현대4차아파트 401-408,관리사무소(안),박영수,031-273-6208,37.2334086960,127.0617497236
경기도 화성시 송산면 사강시장길 26,진료대기실,장은숙,031-369-2887,37.2130036808,126.7320885427
부산광역시 동구 수정동 806-74,보건소민원실1층,나범환,051-440-4500,35.1285659208,129.0453979450
부산광역시 부산진구 부전동 573-1 도시철도 서면역 고객서비스센터 내,도시철도 서면역 고객서비스센터 내,관리자,051-803-3431,35.1576906624,129.0599178879
경기도 고양시 일산서구 덕이동 1524,정문 경비초소,정양일,031-925-0167,37.7035474504,126.7528103618
경기도 고양시 일산서구 덕이동 1524,후문 경비초소,정양일,031-925-0167,37.7035474504,126.7528103618
경기도 고양시 일산서구 대화동 2103,1층 안내데스크옆,임순정,031-8075-9122,37.6811155208,126.7539277606
경기도 고양시 일산서구 일산1동 627-4,식당좌측옆,이용훈,031-975-6723,37.6835432725,126.7711924048
경기도 고양시 일산서구 일산1동 627-4,1층 엘리베이터옆,이용훈,031-975-6723,37.6835432725,126.7711924048
경기도 고양시 일산서구 일산1동 627-4,2층 버드나무교실 앞,이용훈,031-975-6723,37.6835432725,126.7711924048
경기도 고양시 일산서구 일산2동 620-3,2층 사무실 옆,최희철,031-975-3322,37.6844719019,126.7687407846
경기도 고양시 일산서구 주엽2동 23,2층 접수처,강안나,031-917-0202,37.6722752585,126.7609982753
경기도 고양시 일산서구 주엽2동 14,1층 경로식당 옆,이정복,031-916-4071,37.6747547088,126.7557017887
경기도 고양시 일산서구 대화동 1050-176,1층 화장실입구,이흥식,031-963-0600,37.6648712253,126.7566924665
경기도 화성시 서신면 궁평항로 1702,1층 한의과 진료실,임효빈,031-369-2886,37.1665872497,126.708736639
경기도 화성시 향남읍 발안로 527,1층 로비,이동혁,031-369-3300,37.1308543572,126.9649286707
경기도 화성시 양감면 사창길 18-18,진료대기실,강선주,031-352-1007,37.0929286756,126.9691561552
경기도 화성시 비봉면 유포리 411,인조잔디구장내,권혁호,031-355-1295,37.2589648869,126.8460853799
경기도 화성시 비봉면 비봉로 69-5,진료대기실,권미라,031-369-2884,37.2354691298,126.8732080209
경기도 화성시 태안로 85,2초소 경비실,유현주,031-223-4489,37.1991317945,127.0385316292
"충청북도 충주시 남한강로 8, 탄금축구장 (칠금동)",탄금축구장 입구,이수연,043-850-3902,36.9865568025,127.9046374677
충청북도 충주시 중앙탑면 중앙탑길 112-28 충주박물관,박물관입구,김경락,043-850-3922,37.0166834105,127.865127163
충청북도 충주시 예성로 207 충주시시립도서관,민원대기실,이의성,043-850-3972,36.9747794518,127.9338048139
"충청북도 충주시 중원대로 3306, 호암체육관 (호암동)",체육관 입구,심영훈,043-850-3954,36.9625965800,127.9267544714
"충청북도 충주시 대소원면 대소원1길 29, ""대소원면사무소,대소원보건지소""",민원대기실,박은진,043-850-4901,36.977861734,127.8174099075
"충청북도 충주시 앙성면 가곡로 1028, 앙성보건지소",민원대기실,박상민,043-850-4932,37.1078825707,127.7527490649
"충청북도 충주시 노은면 연하중앙길 15, ""노은면사무소,노은보건지소""",민원대기실,이혜은,043-850-4924,37.0481539075,127.7538719701
"충청북도 충주시 중앙탑면 중앙탑길 247, 중앙탑보건지소",민원대기실,한미경,043-850-3400,37.0289569015,127.8570173720
"충청북도 충주시 소태면 쟁골1길 1, 소태보건지소",민원대기실,홍규일,043-850-4991,37.1098059973,127.8474602935
충청북도 충주시 동량면 조돈안길 1 동량보건지소,민원대기실,한미경,010-2805-5366,37.0262650243,127.9631588289
충청북도 충주시 수안보면 관동길 9-9 수안보보건지소,민원대기실,김선기,010-8827-0481,36.8473720088,127.9943476297
"충청북도 충주시 신니면 안용원로 7, 신니보건지소",민원대기실,손진실,043-850-4913,36.9954296188,127.7363301191
"충청북도 충주시 봉계1길 49, 충주공용버스터미널 (칠금동)",대합실 안내데스크,정연회,043-856-7000,36.9820217780,127.9148672982
"충청북도 충주시 예성로 266, 공설운동장 (연수동)",체육관1층 (입구),이수연,043-850-3907,36.9819931939,127.9356262517
"충청남도 계룡시 신도안면 신도안2길 61, 신도안보건지소",1층 접수실옆,고소이,042-840-3591,36.3006451448,127.2422169602
충청남도 공주시 계룡면 영규대사로 104 화헌보건진료소,화헌보건진료소,보건진료6 안금순,041-852-4214,36.3270172636,127.1380599202
충청남도 공주시 신풍면 평화길 152 평소보건진료소,평소보건진료소,보건진료6  김인숙,041-841-6972,36.5277620356,126.9945510846
충청남도 공주시 신관동 571-8,종합사회복지관내,공업8 임동건,041-840-2765,36.4743215861,127.1296129182
충청남도 공주시 정안면 구억말길 90 장원보건진료소,장원보건진료소,이영희,041-858-6893,36.5774856318,127.1262812961
충청남도 공주시 사곡면 정안마곡사로 1762 운암보건진료소,운암보건진료소,보건진료6  홍현자,041-841-8087,36.5600393696,127.0220683468
충청남도 공주시 우성면 신영골길 1-6 용봉보건진료소,용봉보건진료소,보건진료6  유영희,041-853-6903,36.4415372395,127.0211469298
충청남도 공주시 계룡면 왕흥장악로 395 왕흥보건진료소,왕흥보건진료소,보건진료8 황민혜,041-856-7129,36.4009672168,127.1768818097
"전라북도 익산시 용동면 화왕로 190, 용동양촌보건진료소",진료실,보건진료소장,063-862-4061,36.0933342593,126.9956389736
"전라북도 익산시 금마면 용순1길 91, 동편보건진료소",진료실,진료소장,063-836-6493,36.0028377792,127.0319297399
"전라북도 익산시 웅포면 대마길 19-5, 웅포소대마보건진료소",진료실,진료소장,063-862-6223,36.0980290297,126.8852272316
"전라북도 익산시 삼기면 연동길 22, 삼기연동보건진료소",진료실,진료소장,063-858-7827,36.0338995763,127.0090859344
"전라북도 익산시 성당면 한틀길 52, 성당대선보건진료소",진료실,진료소장,063-862-1467,36.0660859080,126.9397169937
"전라북도 익산시 춘포면 춘포원오산1길 43-2, 춘포원오산보건진료소",진료실,진료소장,063-834-7520,35.9348038058,127.0261578247
"전라북도 익산시 금마면 도천길 141-3, 금마도천보건진료소",진료실,진료소장,063-836-7371,36.0119764977,127.051926756
"전라북도 익산시 춘포면 미등골길 220-1, 신동보건진료소",진료실,진료소장,063-832-2776,35.9501536747,127.0220216283
"전라북도 익산시 성당면 두동길 13-11, 성당두동보건진료소",진료실,진료소장,063-861-2459,36.1033499040,126.9215777781
"전라북도 익산시 낭산면 호암신동길 35, 낭산신동보건소",진료실,진료소장,063-861-5023,36.0694781822,127.0126725414
"전라북도 익산시 왕궁면 호반로 21-6, 용남보건진료소",진료실,진료소장,063-832-4604,35.9909947859,127.0992747889
"전라북도 익산시 망성면 금지길 22-47, 망성금지보건진료소",진료실,진료소장,063-861-8201,36.1234141259,126.9953250909
"전라북도 익산시 황등면 시와로 335, 황등신성보건진료소",진료실,진료소장,063-857-6143,36.0325439266,126.9235292647
"전라북도 익산시 망성면 선리1길 10-1, 망성선리보건진료소",진료실,진료소장,063-861-8271,36.1333016909,127.0455629615
"전라북도 익산시 황등면 성내1길 2-7, 성내보건진료소",진료실,진료소장,063-858-0628,36.0497062295,126.9355651417
"전라북도 익산시 여산면 태성1길 90, 여산태성보건진료소",진료실,진료소장,063-836-8195,36.0612459198,127.1025257842
"전라북도 익산시 망성면 내촌1길 12, 망성내촌보건진료소",진료실,진료소장,063-862-3845,36.0914896867,127.0539156183
"전라북도 익산시 낭산면 남천로 223, 장암보건진료소",진료실,진료소장,063-856-0221,36.0440697270,127.0404547689
"전라북도 익산시 함라면 함라로 243, 함라신촌보건진료소",진료실,진료소장,063-856-9445,36.0235377456,126.9075101317
"전라북도 익산시 함열읍 함열중앙로 49, 함열보건소",1층 민원실(내과진료실),김은미,063-861-0010,36.0780081950,126.9623423988
"전라북도 익산시 무왕로 975, 익산시보건소 (신동)",1층 민원실 로비,이숙연,063-858-4079,35.9605111466,126.9659812170
전라남도 함평군 월야면 정산리 672-1,민원대기실,정삼숙,061-323-1852,35.1993178044,126.6138074367
전라남도 함평군 대동면 학동로 1398-77,매표소 내,서인석,061-320-3514,35.1350012302,126.5057010459
전라남도 함평군 손불면 월천리 1024-5,민원대기실,변은혜,061-324-4740,35.1559090028,126.4076292173
전라남도 함평군 나산면 이문리 944-8,민원대기실,김보람,061-322-8839,35.1391982419,126.626644532
전라남도 함평군 엄다면 영흥리 696-1,민원대기실,이혜영,061-322-7612,34.9887805555,126.5271916666
전라남도 함평군 월야면 양정리 288-4,민원대기실,정성자,061-323-1853,35.1637027777,126.6304583333
전라남도 함평군 함평읍 돌머리길 468,민원대기실,이주희,061-322-9374,35.0820504148,126.4613136511
전라남도 함평군 함평읍 성남리 791-14,민원대기실,신미경,061-322-2198,35.0380694444,126.4824555555
전라남도 함평군 손불면 석산로 546,민원대기실,정은경,061-322-4741,35.1211312744,126.4232922060
전라남도 함평군 학교면 복천리 415-21,민원대디실,정미혜,061-322-6712,35.0437510853,126.5824016789
전라남도 함평군 함평읍 중앙길 39,대한노인회함평군지회 입구,옥부호,061-322-2933,35.0613403708,126.5222231789
전라남도 함평군 해보면 대각리 562,민원대기실,조영애,061-322-1833,35.1632333333,126.5438916666
전라남도 함평군 함평읍 기각리 919,함평농협은행 대기실,배항묵,061-322-0031,35.0643794707,126.5203398822
전라남도 함평군 대동면 함장로 1377,체육센터 사무실,박정현,061-320-3396,35.0616149913,126.5440211341
전라남도 함평군 대동면 상옥리 296,민원대기실,심연숙,061-322-8838,35.0774803805,126.5868191451
전라남도 함평군 월야면 계림리 494,민원대기실,이귀덕,061-323-1854,35.2134611111,126.6271527777
전라남도 함평군 신광면 일강로 83-12,상해임시정부역사관 내,김만선,061-320-3511,35.1885686506,126.4792323482
전라남도 함평군 함평읍 곤재로 27,공원사업소 2층 사무실 내,최양균,061-320-2203,35.0561896437,126.5199487211
전라남도 함평군 대동면 덕산리 291-5,민원대기실,박현미,061-322-8838,35.0907055555,126.5140277777
전라남도 함평군 학교면 금송리 512-1,민원대기실,김주희,061-322-6907,35.0028972222,126.5728083333
전라남도 함평군 신광면 동정리 1078-2,민원대기실,이건희,061-322-5493,35.1693777777,126.4705472222
전라남도 함평군 월야면 월야리 759-7,민원대기실,윤명자,061-320-3420,35.1787305555,126.6231583333
전라남도 함평군 해보면 금덕리 498-1,민원대기실,오화은,061-320-3419,35.1795805555,126.6025722222
경기도 화성시 반월동 880번지 두산위브아파트 101-206,지하1층 관리사무소 앞,이기철,031-203-8802,37.2363304841,127.0672730121
경기도 화성시 매송면 매송로 43,진료대기실,오영지,031-369-2883,37.2519813875,126.9088073287
경기도 화성시 마도면 마도북로 389,진료대기실,박혜진,031-369-2886,37.2054845627,126.7696471418
경기도 화성시 봉담읍 동화리 580 휴먼시아6단지아파트 601-608,관리사무소(안),김연홍,031-298-7311,37.2147444039,126.9590855081
경기도 화성시 반송동 59번지,공원관리사무소내,권혁호,031-8015-7491,37.204011894,127.0636047096
경기도 화성시 진안동 526-2,1층 로비,김승인,031-8015-7491,37.2081283422,127.0356131964
경기도 화성시 향남읍 행정리 478,관리사무소,권혁호,031-355-1292,37.1334549837,126.9290266371
경기도 화성시 여울로2길 33,중앙동 1층 노노카페 앞,손수정,031-8015-7491,37.2052035784,127.0514532171
경기도 화성시 기안남로 62,건강지원센터 1층 로비,이승진,031-898-7041,37.2238738801,126.9838753135
경기도 화성시 우정읍 화수리 40-17,병원 1층 로비,경영지원부장,031-371-5222,37.1138162372,126.7963289602
경기도 화성시 남양동 581외 2필지,1층 진료대기실,박혜진,031-369-2885,37.2085384963,126.8116168973
경기도 화성시 병점동 400-6,2층 진료대기실,이정애,031-369-3568,37.2052753734,127.0349018625
강원도 강릉시 옥계면 동해고속도로 320 속초방향휴게소,옥계휴게소 CD기옆,이항섭,033-534-1700,37.6160907767,129.0604969419
강원도 강릉시 강릉대로313번길 6 (동부도시보건지소),동부도시보건지소 민원실,도시보건담당,066-660-2302,37.7649946736,128.9019182089
강원도 강릉시 하슬라로 27 (강릉시외버스터미널),시외버스터미널 1층 대합실 매표창구 옆,관리자,033-643-6093,37.7546887084,128.8788078428
강원도 강릉시 남부로 226 (강남축구공원),강남축구공원 관리실,응급의료담당자,033-660-3011,37.7426504343,128.9048588495
강원도 강릉시 율곡로3139번길 24 (오죽헌박물관),오죽헌박물관 사무실,응급의료담당자,033-660-3011,37.7783097706,128.8767135815
광주광역시 남구 방림2동 562,아파트관리사무소내,,062-675-7766,35.1355718118,126.9199318455
광주광역시 남구 방림1동 349-1,민원실내,,062-607-4526,35.1343502477,126.9182564766
광주광역시 남구 봉선동 556,관리사무소내,유호정,062-653-2755,35.1214113896,126.9121346747
광주광역시 남구 봉선1동 983,관리사무소내,김정태,062-672-4316,35.1310712619,126.9084158168
충청남도 공주시 계룡면 신원사로 410 양화보건진료소,양화보건진료소,보건진료6 한덕윤,041-852-8528,36.332582587,127.1692067996
충청남도 공주시 이인면 숭선군로 247-2 신흥보건진료소,신흥보건진료소,보건진료 8 서주혜,041-856-4109,36.3990837297,127.0645968033
충청남도 공주시 신관동 571-8,시민운동장,위생6 강태식,041-840-2460,36.4743215861,127.1296129182
충청남도 공주시 석장리길 88-35 석장리보건진료소,석장리보건진료소,보건진료6  김숙자,041-857-7630,36.4489097825,127.1883949315
충청남도 공주시 신관동 571-8,석장리박물관,공업7급 오용수,041-840-8924,36.4475373834,127.1894864061
충청남도 공주시 반포면 도예촌길 6 상신보건진료소,상신보건진료소,민지숙,041-857-7926,36.384667827,127.2196918647
충청남도 공주시 정안면 정안마곡사로 622 문천보건진료소,문천보건진료소,보건진료6 국민자,041-856-8039,36.6306009864,127.0655140061
충청남도 공주시 정안면 달성길 75 모란보건진료소,모란보건진료소,보건진료8 고가영,041-881-5094,36.5361392552,127.1209253406
충청남도 공주시 반포면 마암길 29 마암보건진료소,마암보건진료소,보건진료8  맹주희,041-852-7479,36.4253578315,127.2155467215
강원도 춘천시 온의동 511,1층 대합실,최중도,033)253-2304,37.8638137543,127.7183390631
강원도 춘천시 서면 당숲안길 82,진료실,김진순,033-263-2020,37.8375574946,127.6088728191
강원도 춘천시 남산면 김유정로 209,진료실,유명숙,033)263-1576,37.7324135612,127.7057282404
강원도 춘천시 남면 충효로 1417,진료실,김사라,033)253-1955,37.7362916025,127.5749796463
강원도 춘천시 동면 가락재로 1340,진료실,임이랑,033-244-1527,37.8619758235,127.8498410733
강원도 춘천시 신북읍 성문1길 64,진료실,박미애,033-244-6902,37.9576595872,127.7291742565
강원도 춘천시 동산면 새술막길 655,진료실,심미자,033-261-3725,37.7863471796,127.7535750675
강원도 춘천시 남산면 서백길 171,진료실,김혜정,033-263-4783,37.8342179233,127.5569499912
강원도 춘천시 서면 방동길 7,진료실,오영자,033-243-4082,37.8964899606,127.6799013867
강원도 춘천시 서면 박사로 1348-34,진료실,김영숙,033-244-5625,37.9305808905,127.7074364336
강원도 춘천시 사북면 춘화로 510-6,진료실,구선회,033-243-0213,37.9875842749,127.7067631857
강원도 춘천시 사북면 화악지암길 439-3,진료실,신명옥,033-243-5225,37.9815018143,127.6080205637
강원도 춘천시 신북읍 샘뜨락길 37,진료실,천은지,033-241-6962,37.9455105912,127.7522307181
강원도 춘천시 남면 충효로 1130-10,진료실,함미연,033-250-3885,37.7321603425,127.5998228795
전라북도 임실군 운암면 학암 2길 28,대기실,김미선,0636443745,35.6117762887,127.1981069510
전라북도 임실군 강진면 방현길 65,대기실,,0636431467,35.5536906176,127.1499784758
전라북도 임실군 운암면 강운로 991-31,대기실,김현미,0636434110,35.5918448609,127.1241409495
전라북도 임실군 신덕면 지장 1길 12,대기실,최양숙,0636436892,35.6917433721,127.2078898167
전라북도 임실군 지사면 원산리 282,대기실,박은영,0636424561,35.5858435400,127.3638985314
전라북도 임실군 운암면 임운로 1886,대기실,양문영,0636403203,35.660642991,127.1600292794
전라북도 임실군 강진면 옥정호로 800-4,대기실,임분이,063-644-5519,35.5494158424,127.1046476419
전라북도 임실군 오수면 오수4길,대기실,김삼례,6403206,35.5394337271,127.3288960421
전라북도 임실군 성수면 오류1길 47,대기실,소창순,0636429324,35.601185026,127.3201655488
전라북도 임실군 임실읍 신안2길 42-3,대기실,송명자,0636422759,35.6010445571,127.2447390044
전라북도 임실군 신덕면 신덕리 불재로 336,대기실,박춘영,0636440412,35.7009625150,127.1601540035
전라북도 임실군 삼계면 덕계리 55-2,대기실,박정숙,0636427838,35.5206359726,127.2820134858
전라북도 임실군 삼계면 세심길 80,대기실,정아영,0636427763,35.4932747182,127.2445924953
전라남도 영암군 영암읍 춘양리,사무실,김은호,061-473-4193,34.7991645024,126.7114220143
전라남도 영암군 영암읍 춘양리,사무실,김은호,061-470-2821,34.7991645024,126.7114220143
전라남도 영암군 삼호읍 중앙촌길 43-2,진료대기실,주무관,061-470-2671,34.7461670716,126.4713182114
전라남도 영암군 덕진면 용산리 450-1,진료대기실,주무관,061-473-2683,34.8327775629,126.6560017449
전라남도 영암군 영암읍 장암리 515-6,진료대기실,최미영,061-473-2348,34.8059712518,126.7311953450
전라남도 영암군 미암면 미중1로 39,진료대기실,주무관,061-470-2680,34.6987020643,126.5708446337
전라남도 영암군 학산면 독천로 193-1,진료대기실,관리자,061-470-2679,34.7260846280,126.5698188138
전라남도 영암군 서호면 서호로 288,진료대기실,주무관,061-470-2678,34.7551934281,126.5860505926
전라남도 영암군 군서면 도갑사로,진료대기실,관리자,061-470-2677,34.7605282595,126.6477383294
전라남도 함평군 나산면 삼축리 378-3,민원대기실,이순자,061-320-3418,35.1139833333,126.6085333333
전라남도 함평군 대동면 향교리 849-1,민원대기실,기미영,061-320-3417,35.0689615863,126.5313767464
전라남도 함평군 학교면 학교리 581,민원대기실,이연숙,061-320-3415,35.0196194444,126.5344194444
전라남도 함평군 신광면 대전리 644-1,민원대기실,서지희,061-320-3414,35.1545361111,126.4968416666
전라남도 함평군 손불면 대전리 644-1,민원대기실,나정숙,061-320-3413,35.1435055555,126.4289277777
전라남도 함평군 함평읍 중앙길 54-8,민원대기실,심미숙,061-320-2404,35.0618959894,126.5242476804
전라남도 해남군 해남읍 중앙1로 391,생활관2층,이승환,061-536-3640,34.5767718645,126.5871528546
전라남도 해남군 해남읍 중앙1로 14-14,현관,백훈,061-534-8777,34.5720300853,126.6067443646
전라남도 해남군 해남읍 해리8길 19,사무실,김길진,061-536-2048,34.5754960963,126.6047837966
전라남도 해남군 해남읍 서림길 16,물치치료실,정미양,061-537-0012,34.574980853,126.5939142155
전라남도 해남군 옥천면 해남로 583-69,현관,하미숙,061-534-7545,34.5834766931,126.6437829371
전라남도 해남군 해남읍 신안길 2-20,현관,김은옥,061-536-6311,34.5632188361,126.6071258187
전라남도 해남군 옥천면 서산길 231,현관,조병문,061-536-0202,34.6130524825,126.6581535059
전라남도 해남군 해남읍 중앙1로 391,현관,김영국,061-532-4048,34.5767718645,126.5871528546
전라남도 해남군 해남읍 땅끝대로 77-15,1층 근무실,양미경,061-533-9291,34.5601978327,126.5897757658
전라남도 해남군 옥천면 해남로 521,의무과 내,구수인,061-530-9300,34.5777246943,126.6447403927
