주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

대전광역시 동구 계족로140번길 178,C,0,롯데슈퍼대각선,우리이비인후과의원,042-284-8575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1430,0900,,,1300,0900,36.32810718808279,127.45398777617437

대전광역시 동구 중앙로193번길 6 (중동),C,0,"목척교지나서 다비치 안경원 맞은 편 골목 1층에 위치함.
",이춘근이비인후과의원,042-256-7989,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,36.33084115415925,127.43074498511534

"대전광역시 동구 중앙로 209-1, 2층 (중동)",C,0,대전역 쪽,장이비인후과의원,042-255-5533,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1130,0900,,,,,36.33127951896478,127.43212848002698

"대전광역시 동구 동서대로 1629-6, 2층 (홍도동)",C,0,용전동 사거리 하나은행,정이비인후과의원,042-633-5376,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.34744558696167,127.43141570099337

"대전광역시 동구 은어송로 62, 3층 (가오동, 지오빌딩)",C,0,가오플러스 산부인과 맞은편,조이이비인후과의원,042-286-9123,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.30635661573114,127.45636559811326

"대전광역시 동구 은어송로 60, 202호 (가오동)",C,0,가오동 롯데리아 2층,참조은이비인후과의원,042-272-0075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,36.30619168337564,127.45612861335118

"대전광역시 동구 동구청로 205, 2층 (판암동, 기쁜크리닉)",C,0,판암역 2번 출구 로 나와서 150m 정도 직진하시면 좌측 건너편에 기쁜크리닉 2층(기쁜정형외과 건물2층),기쁜이비인후과의원,042-273-7689,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.31614417951588,127.4561643008532

대전광역시 동구 중앙로 193 (중동),C,0,다비치 안경원 맞은 편,최이비인후과의원,042-257-1529,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,36.3306760152,127.4305569656

대구광역시 달서구 도원로 30,C,0,,참이비인후과의원,053-636-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,35.80720554239441,128.5354688553426

"대전광역시 동구 우암로 172, 4층 (성남동, 고려크리닉)",C,0,성남사거리에서 농협건물4층,누리이비인후과의원,042-673-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,36.34088427845311,127.43658809705445

"경기도 성남시 중원구 광명로 372, 4층 (금광동)",C,0,,권이비인후과의원,031-734-1437,,1900,0930,1900,0930,1800,0930,1900,0930,1900,0930,1400,0930,,,,,37.44637242883829,127.16712309706631

경기도 성남시 중원구 금상로 18 4층 (상대원동),C,0,"메디원빌딩 3층, 상대원교회 맞은편에 건물위치",다나이비인후과의원,031-733-2586,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.43753789598193,127.15965532387786

경기도 성남시 중원구 금상로 4-1 (상대원동),C,0,,대원연세이비인후과의원,031-735-7575,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.436677321275255,127.15877497706346

대전광역시 동구 동서대로 1688 (성남동),C,0,복합터미널 승차동 맞은편(선샤인 호텔 옆),미래이비인후과의원,042-633-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,36.3488511482,127.4374391167

경기도 성남시 중원구 도촌남로 37 403호.404호 (도촌동),C,0,,맑은이비인후과의원,031-721-7535,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1300,0900,37.414597804288725,127.1516637309151

"경기도 성남시 중원구 성남대로 1144, 3층 (성남동)",C,0,,모란이비인후과의원,031-721-5020,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.4318474551083,127.1295734752482

"경기도 성남시 중원구 산성대로 526, 가동 2층 1호 (은행동)",C,0,,미래성모이비인후과의원,031-749-8575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.45776796113954,127.16446304291063

"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 2층 (성남동)",C,0,,본이비인후과의원,031-755-5080,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.432058333333330,127.129433333333338

"충청남도 아산시 용화고길79번길 31, 3층 (용화동)",C,0,하모니마트 옆,다올이비인후과의원,041-549-7500,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,36.774113858,127.0129309351

"충청남도 아산시 충무로 13, 2,3층 (온천동)",C,0,국민은행 맞은편 2층,두리이비인후과의원,041-544-6400,,1900,0900,1900,0900,1900,1400,1900,0900,1900,0900,1300,0900,,,,,36.7825777661,127.0042794182

충청남도 아산시 둔포면 아산밸리중앙로 83 (더원프라자),C,0,테크노밸리 국민은행 건너편에 위치 ,둔포상쾌한이비인후과의원,041-910-7582,,2000,0830,1900,0830,2000,0830,1900,0830,1900,0830,1400,0830,,,1300,0900,36.9237239989,127.0570546682

충청남도 아산시 배방읍 배방로 49,C,0,우리은행3층,상쾌한이비인후과의원,041-541-9753,,2100,0830,2100,0830,2100,0830,2100,0830,2100,0830,1600,0830,,,1300,0900,36.772524808122576,127.05514241644843

"경기도 성남시 중원구 양현로 469, 402호 (여수동)",C,0,,열린이비인후과의원,031-754-7979,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.41697169032339,127.13439176450231

"경기도 성남시 중원구 산성대로 352, 3층 301호 (중앙동, 장안빌딩)",C,0,,예원이비인후과의원,031-733-1766,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.44397558824191,127.15602405248197

서울특별시 송파구 충민로2길 24  (장지동),C,0,장지역 2번 출구/,경이비인후과의원,02-416-0111,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.47764625761422,127.12728398593956

"경기도 성남시 중원구 산성대로372번길 13, 2층 (금광동)",C,0,,이원태이비인후과의원,031-743-0109,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.44513273053934,127.15855778892553

"경기도 성남시 중원구 광명로 17, 3층 (성남동)",C,0,,장경호이비인후과의원,031-754-7542,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.43339195712601,127.13105405745247

서울특별시 송파구 가락로 111 (석촌동),C,0,,고재원이비인후과의원,02-413-6089,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.5015529959,127.1083420843

"서울특별시 송파구 송파대로 111 (문정동, 파크하비오 하비오타워 법조대로 205동 304호)",C,0,,굿모닝이비인후과의원,02-430-1230,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.48160108888428,127.12265059395898

"경기도 성남시 중원구 희망로 448, 2층 (금광동)",C,0,,청솔이비인후과의원,031-742-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.444910932329904,127.15731426933334

강원도 원주시 원문로 116 (단계동),C,0,천진함흥냉면 근처,김영석이비인후과의원,033-744-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1200,0900,37.35691846497987,127.93470350278888

강원도 원주시 원일로 127 (일산동),C,0,신한은행 인근,김이비인후과의원,033-743-6161,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,1200,0900,37.350586111111113,127.947725000000005

강원도 원주시 천사로 216 (중앙동),C,0,지하상가 사거리,김창동이비인후과의원,033-744-6864,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1200,0900,37.351372222222224,127.947833333333335

"강원도 원주시 서원대로 396, 310호 (단구동, 스타월드프라자)",C,0,롯데시네마 3층,누가이비인후과의원,033-765-5075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.330770354013914,127.94897309053181

강원도 원주시 단구로 351  (단구동),C,0,삼오정 옆,뉴코웰이비인후과의원,033-765-9559,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.32455591722956,127.95852547393142

"서울특별시 송파구 거마로 58, 3층 (마천동)",C,0,마천역,서울이비인후과의원,02-409-5227,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.498027777777779,127.146791666666672

"서울특별시 송파구 오금로 91 (방이동, 태원빌딩 2층)",C,0,,송파서울이비인후과의원,02-420-8264,,1830,0930,1830,0930,1830,0930,1830,1330,1830,0930,1400,0930,,,,,37.51401190077781,127.10755250196521

경상남도 통영시 중앙로 153-4  (문화동),C,0,중앙시장근처,김선우이비인후과의원,055-648-1211,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1200,0900,34.84555790736722,128.42339987544426

강원도 원주시 무실로 8,C,0,명동프라자 4층,도홍림이비인후과의원,033-734-7522,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.34896317381606,127.94897143178096

"서울특별시 송파구 마천로 41, 수기빌딩 3층 (방이동)",C,0,,송파성모이비인후과의원,02-420-4700,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1500,0900,,,1300,0900,37.50904677561033,127.12551293265659

"서울특별시 송파구 송파대로 345, 1A동 3층 3017호 (가락동, 헬리오시티)",C,0,,송파연세이비인후과의원,02-416-9070,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.49944146405646,127.11175431293311

"서울특별시 송파구 백제고분로 365, 7층 (석촌동)",C,0,"8호선 석촌역 7,8번출구 태문빌딩 7층",스타이비인후과의원,02-415-3335,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.50516531649734,127.10621728756391

"서울특별시 송파구 석촌호수로 133, B동 301,302호 (잠실동, 레이크팰리스)",C,0,,에코이비인후과의원,02-423-1077,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.5076505976,127.0917974167

"강원도 원주시 지정면 신지정로 316-2, 2층",C,0,,연세나비이비인후과의원,033-731-7730,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0830,,,,,37.382023827835305,127.87292440981629

"강원도 원주시 영랑길 2, 301호 (행구동)",C,0,,연세봄이비인후과의원,033-747-2537,,2030,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.34141864018955,127.97127246796272

서울특별시 송파구 올림픽로 119  (잠실동),C,0,2호선 신천역 5번출구 파인애플상가 422호,신천상쾌한이비인후과의원,02-422-7112,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.512106049112056,127.08418922570581

"경기도 광주시 중앙로 91, 3층 (역동)",C,0,,광주하나이비인후과의원,031-761-2505,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1500,0900,,,1400,0900,37.407941689240864,127.25896501443876

강원도 원주시 봉화로 12,C,0,애경플라자 건너편,연세이비인후과의원,033-745-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,37.34563563741574,127.92863868367306

"강원도 원주시 혁신로 55, 207호 (반곡동)",C,0,,연세탑이비인후과의원,033-743-5075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.323431233099995,127.98043655910001

서울특별시 송파구 토성로 78,C,0,,엄순길이비인후과의원,02-488-7665,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.52801751338145,127.11844925786136

"서울특별시 송파구 올림픽로 119 (잠실동, 파인애플상가 5B29)",C,0,신천역 5번 출구 파인애플상가 5층,연세봄이비인후과의원.한의원,02-412-1175,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5120856031269,127.08418842973086

"서울특별시 송파구 거마로 61, 301호 (마천동)",C,0,,연세엠이비인후과의원,02-406-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.4984737508,127.1464163729

"서울특별시 송파구 동남로 209 (가락동, 2층)",C,0,송파중학교 인근,연세윤이비인후과의원,02-448-1175,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.4961996218,127.1310641991

경기도 광주시 곤지암읍 곤지암로 45  ,C,0,,바이오이비인후과의원,031-768-8575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.40879169595815,127.25843629488818

"서울특별시 송파구 오금로 412 (가락동, 2층)",C,0,개롱역 3번 출구 ,연세이비인후과의원,02-3401-5050,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1500,0900,,,1300,0900,37.497258456612336,127.1357166869363

"서울특별시 송파구 올림픽로35길 10, 상가B동 202호 (신천동, 파크리오)",C,0,,연세탑이비인후과의원,02-420-5866,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5203144895,127.1132650487

"서울특별시 송파구 송파대로 167, B동 206호 (문정동, 문정역테라타워)",C,0,,연세테라이비인후과의원,02-2054-3210,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0930,,,,,37.485046941245436,127.12223555094621

"서울특별시 송파구 송파대로 288, 2층 (가락동)",C,0,다인빌딩 2층,연세후이비인후과의원,02-407-7498,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,1000,37.495043035523764,127.1170445236214

서울특별시 송파구 법원로 114  (문정동),C,0,문정역 4번 출구,연세힐링이비인후과의원,02-2283-1172,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.48595370612997,127.12010229591348

강원도 원주시 원일로 93  (일산동),C,0,아놀드파머 3층,이진호이비인후과의원,033-744-5015,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.34884618231999,127.94962904961176

"서울특별시 송파구 백제고분로 466 (방이동, 세나빌딩 2층)",C,0,방이제래시장인근,열린성모이비인후과의원,02-6413-1004,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.511949275157036,127.11357815633528

"경기도 광주시 오포읍 신현로 121, A동 3층 301호",C,0,,이안성모이비인후과의원,031-726-6200,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.3589717055,127.1599476067

경기도 광주시 중앙로 95-3,C,0,,전영훈이비인후과의원,031-761-6224,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1300,0900,,,,,37.40800887797106,127.2587769898451

"경기도 광주시 중앙로 88, 2층 (역동)",C,0,,조은이비인후과의원,031-768-3515,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.407803329022286,127.25960159983799

"경기도 광주시 오포읍 신현로 82, 2층",C,0,,태재이비인후과의원,031-746-3515,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.36007029807944,127.15575411140664

강원도 원주시 시청로 36 (무실동),C,0,원주시청 앞 빕스사거리,한빛이비인후과의원,033-761-5002,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.33919096919404,127.9236236333403

"강원도 원주시 중앙로 105, 2층,3층 (중앙동)",C,0,국민은행 맞은편,홍기수이비인후과의원,033-735-7707,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0830,,,,,37.34946160457807,127.95063445738232

대구광역시 북구 침산남로 138,C,0,,준이비인후과의원,053-354-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,1300,0900,35.8881422551615,128.59069741281505

경기도 광주시 태봉로43번길 6 (태전동),C,0,,태전연세이비인후과의원,031-765-5075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.389011111111110,127.229980555555557

"제주특별자치도 제주시 연북로 76, 4층 (연동, 한성빌딩)",C,0,한성빌딩 3층,소리이비인후과의원,064-744-4458,,1830,0900,1830,0900,1830,0900,1200,0900,1830,0900,1230,0900,,,,,33.48145539610687,126.48939463951018

충청남도 공주시 무령로 230 (중동),C,0,중동큰사거리근처/하나은행 맞은편,명이비인후과의원,041-854-3535,,1800,0930,1800,0930,1200,0930,1800,0930,1800,0930,1200,0930,,,1200,0930,36.45640740776763,127.12533954384554

"충청남도 공주시 무령로 236, 5층 (중동)",C,0,금강연합의원건물 5층,배이비인후과의원,041-856-0352,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,1200,0900,36.456111295847705,127.12584329698325

"서울특별시 송파구 송파대로 365, 2층,3층 (석촌동)",C,0,,더한별이비인후과의원,02-415-3650,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,1300,0900,1300,0900,37.5004115678,127.111095312

서울특별시 송파구 올림픽로37길 130,C,0,"파크리오상가 A동 509,510호",두리이비인후과의원,02-416-2231,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.52086214049081,127.10455146304983

충청남도 공주시 번영1로 130 (신관동),C,0,새마을금고 / 신관 클리닉 4층 ,우리이비인후과의원,041-858-2772,,1830,0900,1830,0900,1230,0900,1830,0900,1830,0900,1230,0900,,,,,36.474181448228585,127.14205902330451

"충청남도 공주시 번영1로 120, 3층 (신관동)",C,0,,이범식이비인후과의원,041-854-5500,,1800,0900,1100,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,36.4740421711,127.1407973229

"서울특별시 송파구 오금로31길 3, 2층 (방이동, 우성빌딩)",C,0,한양3차아파트 맞은편,김세훈이비인후과의원,02-415-7656,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1430,0930,,,,,37.506521325122485,127.12112951655901

"서울특별시 송파구 양재대로 1222, 중심상가동 3층 14호 (방이동, 올림픽선수기자촌@ )",C,0,올림픽공원역 프라자상가,김수연이비인후과의원,02-404-8837,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.515482595512566,127.13245106278481

"서울특별시 송파구 송이로 87 (가락동, 3층)",C,0,,김정희이비인후과의원,02-448-4589,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1230,0930,,,,,37.4983405465,127.12079511339999

"서울특별시 송파구 송파대로 345, 1A동 2049호 (가락동, 헬리오시티)",C,0,,성모사랑이비인후과의원,02-400-5580,,1800,0830,1800,0830,2000,0830,1800,0830,1800,0830,1330,0830,1300,0900,1300,0900,37.49935132080516,127.11179941402709

"서울특별시 송파구 올림픽로35길 112, 1동 307,308호 (신천동, 장미아파트 비상가)",C,0,잠실역 7번출구 근처/장미B상가 1동 307호,상쾌한이비인후과의원,02-413-5075,,1910,0815,1910,0815,1910,0815,1910,0815,1910,0815,1540,0815,,,,,37.51781903134364,127.10193204753054

"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",C,0,가락시장역 7번출구/,새롬이비인후과의원,02-2043-5075,,1800,0930,1800,0930,1900,1400,1800,0930,1800,0930,1500,0930,,,,,37.49177251172477,127.1178128882727

서울특별시 송파구 법원로 114  (문정동),C,0,문정역 3번출구,샘이비인후과의원,02-2283-1335,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.485780845856745,127.11997086473085

"서울특별시 송파구 송파대로 570, 2층 (신천동, 타워730)",C,0,,서울드림이비인후과의원,02-415-9430,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1500,0900,,,,,37.5157861567,127.0991145064

"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스상가 223호)",C,0,갤러리아팰리스상가 223호,솔이비인후과의원,02-2144-6800,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.51149013135872,127.09344966681694

"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 403,404호 (청라동)",C,0,,진이비인후과의원,032-561-5552,,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,,,,,,,37.533874834930366,126.64566637965783

서울특별시 송파구 동남로 141,C,0,하나은행건물 옥산빌딩 5층,최혜진이비인후과의원,02-400-0744,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.49187589016782,127.12631276730734

"서울특별시 송파구 마천로 53 (오금동, 3층)",C,0,방이역 사거리,코모키이비인후과의원,02-443-5599,,1830,0900,1830,0900,1830,1400,1830,0900,1830,0900,1400,0900,,,,,37.50855271847289,127.12663862639225

"서울특별시 송파구 양산로 42, 4층 (거여동)",C,0,거여역 7번출구/,코코이비인후과의원,02-449-5075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.492634008376044,127.14448263942049

"서울특별시 송파구 올림픽로 106 (잠실동, 4층)",C,0,신천역 4번 출구,유영상이비인후과의원,02-418-1656,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.51139478532904,127.08255439190562

"서울특별시 송파구 거마로 4, 굿플란트빌딩 3층 (거여동)",C,0,,유이비인후과의원,02-431-4381,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.492853654187165,127.14464589592482

"서울특별시 송파구 백제고분로 258 (삼전동, 2층)",C,0,,은혜이비인후과의원,02-417-1545,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.50221215893634,127.09510752880375

"서울특별시 송파구 송파대로 366, 2층 (송파동)",C,0,,이경이비인후과의원,02-413-0069,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.50144955872696,127.1110606605678

"서울특별시 송파구 송파대로 562, 3층 (신천동, 한빛프라자,삼성웰리스아파트)",C,0,"잠실역 7번 출구 2분거리, VIPS, 스타벅스, 국민은행 건물",하나이비인후과의원,02-416-5255,,2000,0830,2000,0830,2000,0830,2000,0830,2000,0830,1500,0900,,,,,37.51533068405214,127.09954431689219

"서울특별시 송파구 위례광장로 230, 상가 2동 2층 208호 (장지동, 위례아이파크 2차 )",C,0,위례아이파크 2차,이루이비인후과의원,02-406-2500,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,1300,0900,1300,0900,37.478463898304334,127.14359710123804

서울특별시 송파구 올림픽로 130 (잠실동),C,0,"신천역 3, 4번출구",한이비인후과의원,02-422-1616,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.51137592638591,127.08499862857515

"서울특별시 송파구 올림픽로 203 (잠실동, 잠실주공아파트5단지)",C,0,중앙상가 314호,임장선이비인후과의원,02-422-9071,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.51245978137927,127.09341964568982

서울특별시 송파구 올림픽로35길 104,C,0,"잠실나루역, 잠실역 근처/장미B상가 2동",잠실서울이비인후과의원,02-415-2975,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.518024331122916,127.10208163555112

서울특별시 송파구 올림픽로 145  (잠실동),C,0,신천역 근처/,잠실연세이비인후과의원,02-424-2211,,1800,0900,1800,0900,1800,1400,1800,0900,1800,0900,1300,0900,,,,,37.51196348093145,127.08701673672552

서울특별시 송파구 삼전로 99 (잠실동),C,0,신천역 2번출구/,정규화이비인후과의원,02-413-3234,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,1200,0900,1200,0900,37.507272222222220,127.090041666666664

"서울특별시 송파구 석촌호수로 61, 트리지움 상가 3층 (잠실동)",C,0,,제트이비인후과의원,02-423-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.510700199929545,127.08621372836965

서울특별시 송파구 동남로 138  (문정동),C,0,,주이비인후과의원,02-402-9783,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.491123195595705,127.1262428071391

"부산광역시 사하구 낙동남로 1412, 경부빌딩 7층일부,8층 (하단동)",C,0,1호선 하단역 6번 출구,부산숨이비인후과의원,051-710-7579,,2100,0900,2100,0900,1900,0900,2100,0900,2100,0900,1400,0900,1300,0900,1300,0900,35.1057921856,128.9660827522

강원도 동해시 중앙로 237 (천곡동),C,0,신한은행 부근,윤이비인후과의원,033-535-7501,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.522033333333333,129.113683333333341

"서울특별시 송파구 양재대로 1222, 3층 29-1호 (방이동, 올림픽프라자상가 )",C,0,올림픽공원역 2번 출구 올립픽프라자상가,우리이비인후과의원,02-404-2929,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.5157261957,127.1310621442

"서울특별시 송파구 백제고분로 187, 3층 304호 (잠실동, 파크인수)",C,0,삼전사거리,초록이비인후과의원,02-997-9988,,1800,0930,1800,0930,1300,0930,1800,0930,1800,0930,1500,0930,,,,,37.50474520662763,127.08778118676908

"경기도 평택시 용죽3로 24, 3층 301호 (용이동)",C,0,,센트럴이비인후과의원,031-653-7417,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,36.99410774445218,127.12541654306831

"경기도 김포시 고촌읍 김포대로 340, 김포뉴시티 2층 204-205호",C,0,,코아이비인후과의원,031-992-1777,,2000,0900,1900,0900,1900,0900,1900,0900,2100,0900,1500,0900,,,1230,0900,37.6013693331852,126.77081467598958

부산광역시 사상구 사상로 246  (괘법동),C,0,2호선 사상역 6번출구,박시영이비인후과의원,051-315-6316,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.166751724332364,128.9826185970379

부산광역시 사상구 엄궁북로 19,C,0,버스정류장:엄궁동 주민센터,상쾌한이비인후과의원,051-326-3975,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.12866861486298,128.97264371956356

부산광역시 사상구 운산로 52  (괘법동),C,0,버스정류장: 한신1차아파트 맞은편,서정출이비인후과의원,051-316-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.16769507203651,128.98180303372274

부산광역시 사상구 낙동대로 786  (엄궁동),C,0,버스정류장:엄궁동교차로,성모이비인후과의원,051-316-1117,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,1230,0900,35.1307294982,128.9720880089

"경기도 의정부시 회룡로 178, 2층 207,208호 (장암동, 발곡프라자)",C,0,,발곡서울이비인후과의원,031-855-0822,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,1230,0930,1230,0930,37.72638723346455,127.05345868790857

제주특별자치도 서귀포시 중정로 65-1  (서귀동),C,0,,시원한이비인후과의원,064-763-5075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,1230,0900,33.248016171126274,126.563310739051

전라북도 익산시 서동로5길 69 (마동),C,0,고래등오거리에서 시내방면,현대이비인후과의원,063-837-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.9357262520977,126.96521958196058

"전라북도 익산시 고봉로30길 10, (영등동)",C,0,제일1차아파트정문맞은편 전북은행2층,소병수이비인후과의원,063-832-6700,,1830,0900,1830,0900,1830,0900,1230,0900,1830,0900,1300,0900,,,,,35.95614189535321,126.97132362674895

