주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"경기도 성남시 분당구 황새울로335번길 5, 403호 (서현동, 엔타운빌딩)",C,0,,더유외과의원,031-696-1212,,1830,0930,1830,0930,2030,0930,1830,0930,1830,0930,1600,0930,,,,,37.3860515972227,127.12169875482863
대구광역시 수성구 동대구로 273 (범어동),C,0,,선일외과의원,053-745-6633,,1750,0830,1750,0830,1750,0830,1750,0830,1750,0830,1430,0830,,,,,35.85484468153009,128.62483863335916
대구광역시 수성구 화랑로 48  (만촌동),B,0,,동인외과병원,053-745-2001,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,0900,35.8700976920241,128.63345324950768
"전라북도 완주군 삼례읍 삼봉로 35, 1층",C,0,삼례우체국사거리에서 봉동방향으로 100m,홍외과의원,063-291-3888,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.912661871,127.0754417576
충청북도 충주시 대소원면 쇠실로 1016,C,0,,우리들외과의원,043-851-6004,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1500,0800,,,,,36.97501781663455,127.81900119124059
대구광역시 수성구 달구벌대로 3218 (신매동),C,0,,경대연합외과의원,053-793-0075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.8393181421378,128.70838711791936
경기도 부천시 부일로205번길 26,C,0,"송내역 북부광장으로나와서 로데오가는거리 둘리공원 바로앞 , 투나맞은편",송내외과의원,032-324-0804,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.489673950452314,126.7534483828309
충청북도 충주시 주덕읍 신양로 120,C,0,입원실 없음,주덕성모외과의원,043-845-0803,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.9731589862,127.8003660364
"경기도 부천시 지봉로 117, 2층 (역곡동)",C,0,대림e-편한세상1차아파트 주변 다솜동물병원 맞은편 성심약국 건물 2층.,임동현외과의원,032-345-2208,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.48873104926797,126.81210503586581
"경기도 부천시 신흥로 228, 602(중동,중동메디칼빌딩)",C,0,,중동서울외과의원,032-323-7781,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.50414543079673,126.77640397125668
"서울특별시 서초구 강남대로 349, 9층 (서초동, 우남빌딩)",C,0,강남역 5번 출구,마음편한유외과의원,02-733-3200,,1900,1000,2000,1000,1900,1000,1900,1000,2000,1000,1600,0930,,,,,37.4939081656,127.0288445572
"대전광역시 서구 대덕대로176번길 9, 6,7층 (둔산동)",C,0,미래여성 병원 옆,삼성외과의원,042-361-5500,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1230,1000,,,1230,1000,36.348690949322915,127.3776604317216
"대전광역시 서구 대덕대로 183, 2층 (둔산동)",C,0,갤러리아백화점 부근,삼성흉부외과의원,042-471-3075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,,,36.34980004473047,127.37700984897819
"대전광역시 서구 대덕대로 203, 302호 (둔산동)",C,0,갤러리아 타임월드 맞은편,서울하정외과의원,042-716-1106,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,36.351163321989524,127.3779299078142
"서울특별시 서초구 남부순환로 2632 (양재동, 프레콘빌딩)",C,0,,세란외과의원,02-3463-5658,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.4848953641,127.0384155922
"서울특별시 서초구 서초대로77길 9, 801호 (서초동, 강남누드죤빌딩)",C,0,,센스동안외과의원,02-534-7745,,1845,1000,1845,1000,1845,1000,1845,1000,1845,1000,1400,1000,,,,,37.49859040929876,127.02621368124262
"서울특별시 서초구 동작대로 108, 401호 (방배동, 디오슈페리움2)",C,0,총신대입구(이수)역 3번 출구 앞. ,소중한유여성외과의원,02-6326-9770,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.48608966195583,126.98261908721281
서울특별시 구로구 고척로 148 (고척동),C,0,,고광송일반외과의원,02-2684-7170,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.5027870976,126.850177869
"서울특별시 구로구 구로동로 153, 이스턴프라자 3~5층 (구로동)",C,0,,고려튼튼외과의원,02-857-8511,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0830,,,1300,0830,37.4923549055,126.8834345989
서울특별시 구로구 구로동로 188 (구로동),C,0,,구로중앙외과의원,02-857-1189,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.49538900798796,126.88294136653465
"대전광역시 서구 신갈마로 110-1, 3층 (갈마동)",C,0,갈마프라자 건너편 ,한빛외과의원,042-524-7701,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1230,0900,36.34386672896388,127.36878797379872
"서울특별시 서초구 강남대로 623, 3층 (잠원동, 우일빌딩)",C,0,,염차경유외과의원,02-516-6875,,1900,0930,1900,0930,1900,0930,2100,1430,1900,0930,1500,0930,,,,,37.51740841867082,127.01873199081665
"대전광역시 서구 배재로 180, 1,2층 (도마동)",C,0,도마동 여성회관 건너편,한솔외과의원,042-533-9797,,1830,0850,1830,0850,1830,0850,1830,0850,1830,0850,1330,0900,,,,,36.32450372698396,127.37062560741019
"서울특별시 서초구 강남대로 421, 8층 (서초동, 삼영빌딩)",C,0,강남역 10번출구 60m 직직 왼편 삼영빌딩 8층 ,제이제이서연외과의원,02-537-2821,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.50008969453413,127.02616444586505
"서울특별시 중랑구 겸재로 194, 2,3층 (면목동, 용현빌딩)",C,0,지하철/면목역2번출구로 나와서 일직선방향으로 30m,면목성심외과의원,02-493-1940,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.58851374780476,127.0890969317497
서울특별시 서초구 잠원로8길 25  (잠원동),C,0,잠원역 4번출구 래미안신반포팰리스 아파트상가 2층,이동윤외과의원,02-592-3801,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.51434379002546,127.01162462333687
"경기도 용인시 수지구 문정로 32, 4,6,7층 (풍덕천동)",C,0,수지구청 사거리 수지코아빌딩4층,늘푸른외과의원,031-262-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1700,0900,1200,0900,1200,0900,37.323537069428916,127.09553089677087
서울특별시 중랑구 용마산로 541 (망우동),C,0,망우4거리 하나은행 옆,성누가외과의원,02-491-1727,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.599244751113005,127.10016160548723
"서울특별시 중랑구 망우로 412, 6층 (망우동)",C,0,KB국민은행 망우동지점 맞은편,강북송도외과의원,02-496-8002,,1700,0900,1700,0900,1400,0900,1700,0900,1800,0900,1400,0900,,,,,37.59908075991216,127.09799626968406
"서울특별시 관악구 남부순환로 1814, 대연빌딩 7층 (봉천동)",C,0,서울대입구역 8번출구 서호메디컬빌딩 7층,참하지외과의원,02-6959-1550,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1600,0800,,,,,37.481035364357766,126.95156465477139
"서울특별시 관악구 관악로 248, (봉천동)",C,0,강남고려병원 인근,최정학외과의원,02-877-1267,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.4862093117,126.9571514372
"서울특별시 중랑구 사가정로 399, 2층 (면목동)",C,0,사가정역 4번출구에서 맞은편,동부외과의원,02-494-1004,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.58077406072521,127.08921079802958
"경기도 구리시 검배로 78 (수택동, 행복한외과)",B,0,,행복한외과병원,031-557-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1600,0900,1600,0900,37.59546048138554,127.14666962510085
강원도 춘천시 약사고개길 15 (죽림동),C,0,중앙시장 제일백화점 옆,김호준외과의원,033-251-0129,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.877024882468646,127.72611157234317
강원도 춘천시 후석로 22,C,0,하이마트 삼성디지털센터 건너편,상쾌한아침외과의원,033-264-5100,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.85670611203924,127.74021172998309
충청북도 청주시 흥덕구 사직대로 30,C,0,,이영희외과의원,043-265-4408,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,1300,0900,36.634116329117894,127.45075698633437
"경상북도 의성군 금성면 탑리길 15, 1층",C,0,,제일외과의원,054-832-7585,,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,1400,0800,,,1400,0800,36.253066666666669,128.683016666666674
서울특별시 관악구 양녕로 64 (봉천동),C,0,,양일반외과의원,02-878-6336,,1750,0900,1750,0900,1750,0900,1750,0900,1750,0900,1250,0900,,,,,37.4877367861,126.9467299301
전라남도 목포시 산정로50번길 3 (산정동),C,0,,박외과의원,061-242-7577,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230,0830,,,,,34.79300989376506,126.39329434036324
"서울특별시 관악구 봉천로 391, 3층 (봉천동, 두산A상가)",C,0,봉천역 6번출구 두산 A상가 3층,연세본외과의원,02-3285-0005,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1500,0900,,,,,37.48347159522107,126.9432505659861
서울특별시 관악구 신림로 298 (신림동),C,0,관동빌딩,은진외과의원,02-878-4411,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1430,1000,,,,,37.48095272238706,126.93041779867515
"부산광역시 동구 중앙대로221번가길 5, (초량동)",C,0,국민은행 초량지점 뒷편,굿모닝외과의원,051-441-6787,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.117152777777775,129.040197222222218
충청남도 논산시 연무읍 안심로110번길 2,C,0,"태평양약국옆, 사거리 5층건물 ",김외과의원,041-742-0170,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1200,0830,,,,,36.130707651606876,127.09994883540392
충청남도 논산시 해월로 178 (반월동),C,0,"구 아원백화점 옆건물, 제일감리교회 맞은편",김현장외과의원,041-734-5544,,1800,0840,1800,0840,1800,0840,1800,0840,1800,0840,1300,0840,,,1200,0840,36.205377198855395,127.08640500551438
충청남도 논산시 강경읍 계백로 93 (대전지방법원논산지원),C,0,법원 옆,김현준외과의원,041-745-6475,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,36.15485670904585,127.01226926489048
충청남도 논산시 연무읍 안심로 115-1,C,0,"시외버스터미널근처, 파리바게트 옆 ",서울외과의원,041-741-5703,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0900,,,,,36.13120193547425,127.09943398179917
충청남도 논산시 중앙로 414 (취암동),C,0,"주변에 다비치 안경원, 정문에 전자랜드",왕외과의원,041-735-1557,,1840,0900,1840,0900,1840,0900,1840,0900,1840,0900,,,,,,,36.201095504577175,127.08834010821258
"서울특별시 관악구 남부순환로 1832, 오선빌딩 5층 (봉천동)",C,0,서울대입구역 1번 출구,레이디유외과의원,02-877-7570,,1800,0900,1800,0900,1900,0900,1800,0900,1800,0900,1400,0900,,,,,37.480704569,126.9534959421
충청남도 논산시 연무읍 안심로 33,C,0,연무농협옆,정다운외과의원,041-741-5888,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,1300,0830,36.12436504459186,127.09761260820355
충청남도 논산시 중앙로 485 (화지동),C,0,하나은행옆 인디안옆,한일외과의원,041-732-1901,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1600,0830,,,1300,0830,36.205908333333333,127.083397222222217
전라남도 목포시 백년대로 322  (상동),B,0,목포한빛초등학교 근처,목포장문외과병원,061-284-0975,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.80468771451715,126.42273134173024
제주특별자치도 서귀포시 서문로 2  (서귀동),C,0,,양승지외과의원,064-762-8875,,1800,0800,1800,0800,1800,0800,1300,0800,1800,0800,1300,0800,,,,,33.25238329697518,126.56038746335096
경상북도 의성군 안계면 용기4길 12,C,0,,경북외과의원,054-862-0090,,1745,0830,1745,0830,1745,0830,1745,0830,1745,0830,1300,0830,,,1300,0800,36.38884803021937,128.4336811138546
전라남도 목포시 신죽길 38 (죽교동),C,0,*뒷께 순천당약국 바로 앞,최신외과의원,061-244-7575,,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,,,,,34.79843708718089,126.37813683653201
경상남도 김해시 분성로 660 (안동),C,0,한일아파트 근처,중앙외과의원,055-321-2470,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230,0830,,,,,35.23569174482569,128.9180685000397
"경상남도 김해시 내외로 80 (외동, 옥정빌딩 3층)",C,0,내외동소방서 근처,김&김복음외과의원,055-322-3006,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.234434325277256,128.8658705628257
"경상남도 김해시 활천로 229, 3, 7층 (어방동)",C,0,,한빛학문외과의원,055-323-3556,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.2426874329,128.9043880156
경상남도 김해시 장유로 282 (무계동),C,0,장유면사무소사거리 부근,이승훈외과의원,055-313-8275,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,35.200191846417475,128.81329499438496
경상남도 김해시 가락로 40 (부원동),C,0,우체국 근처,장외과의원,055-334-5295,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,1230,0900,1230,0900,35.23011729002471,128.88237665884017
"경기도 오산시 성호새싹길 31, 2층 (오산동)",C,0,,훼미리외과의원,031-375-7512,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1600,0830,,,,,37.1515992751285,127.07004475963694
"서울특별시 성동구 왕십리로 309, 301, 302호 (행당동, 왕십리역이스타빌)",C,0,성동우체국 옆,행당외과영상의학과의원,02-2292-7323,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.56135698254054,127.03469733529175
경상북도 포항시 북구 중흥로 237,C,0,,성모연합외과의원,054-281-1196,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,1100,1000,1100,1000,36.02464360567926,129.35908823944402
"서울특별시 성동구 왕십리로 326, 2층 (도선동)",C,0,"왕십리역 1번 출구, 도보 10분",연세유앤외과의원,02-2282-2755,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.56275417,127.0338964669
"서울특별시 성동구 마장로 318, (마장동)",C,0,마장역 3번출구,주외과의원,02-2292-1613,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.567035724033545,127.04465608903777
충청남도 논산시 강경읍 계백로 116-1,C,0,"강경역사거리, 농협중앙회 옆",조외과의원,041-745-3770,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230,0830,,,,,36.155338888888892,127.013952777777774
인천광역시 부평구 부평대로 17-1 (부평동) ,C,0,"우리은행, 국민은행 대로 건너편 건물 2층",금세형외과의원,032-507-7776,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.49299516017617,126.72268972238898
"인천광역시 부평구 광장로 16, 6층 (부평동, 부평민자역사)",C,0,부평역사건물 6층,부평수흉부외과의원,032-525-7506,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,37.48965414354505,126.72350677242423
"인천광역시 부평구 광장로 4, 6층 (부평동, 코아빌딩)",C,0,부평역사 6층,부평하루여성외과의원,032-511-6875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.49104302206624,126.72254727350052
부산광역시 북구 만덕대로 14 (덕천동),C,0,"2,3호선 덕천역 9번 출구",편한몸외과의원,051-332-8575,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,,,1730,0930,35.21020269010282,129.00672531568367
"경기도 화성시 동탄반석로 124, 307호 (반송동, 센터프라자)",C,0,,아름다운외과의원,031-8015-0675,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.199977777777775,127.071463888888886
"부산광역시 북구 만덕대로 11-1, 2,3층 (덕천동)",C,0,"2,3호선 덕천역 12번 출구 ",오케이(OK)황문외과의원,051-338-8868,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2105888888889,129.0064305555567
"경기도 화성시 동탄반석로 196, 305-307호 (반송동,아이프라자)",C,0,아이프라자305~307,건강한유외과의원,031-8003-3379,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.206086111111112,127.072363888888887
경기도 화성시 효행로 1385 (반월동),C,0,,박동수외과의원,031-204-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.23104244490298,127.06529967778589
"인천광역시 부평구 경원대로 1415, 304호 (부평동, 파라움)",C,0,,인천어바웃유외과의원,032-362-1717,,1800,0900,1800,0900,2000,0900,1800,0900,1800,0900,1500,0900,,,,,37.49156921125821,126.72631344443509
"경기도 화성시 남양읍 시청로 115, 2층 (2072-9)",C,0,화성시청 인근,남양뉴타운외과의원,031-366-7252,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0830,,,,,37.2007370046,126.8262120729
"인천광역시 부평구 부평대로 11, 제일메디컬크리닉센터 3층 (부평동)",C,0,부평소방서 맞은편,제일외과의원,032-519-2314,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.492340777753014,126.72268266241696
"충청남도 천안시 서북구 불당25로 176, 4층 401~403호 (불당동)",C,0,신세계백화점 맞은편 로얄빌딩5층 ,W여성외과의원,041-568-8300,,1800,0930,1800,0930,1300,0900,1800,0930,1800,0930,1300,0900,,,,,36.81856193415034,127.15540035685572
충청남도 천안시 서북구 충무로 201,C,0,이마트 대각선 던킨도너츠 건물 5층,고정관흉부외과의원,041-578-3600,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.796149226301964,127.12828531830192
"충청남도 천안시 서북구 두정로 202, 6층 (두정동)",C,0,리즈앤마리안산부인과 옆,김혜은여성외과의원,041-574-0100,,1800,0930,1800,0930,1300,0930,1800,0930,1800,0930,1300,0830,,,,,36.83342342261858,127.1393187945744
"경기도 화성시 남양읍 남양성지로 147, 103,204호",C,0,화성시 남양동 사거리,연합외과의원,031-355-8850,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.20956890045711,126.81909448251666
충청남도 천안시 서북구 동서대로 125-3,C,0,롯데마트근처 하나은행건물 5층,이지흉부외과의원,041-562-2775,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,36.8262293938099,127.13689407027721
"충청남도 천안시 서북구 쌍용대로 8, 3,4,5층 (쌍용동)",C,0,충무병원 옆,창문외과의원,041-578-7533,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,1300,0900,36.79815395081423,127.13101364007821
"충청남도 천안시 서북구 충무로 175, 7층 (쌍용동, 금정빌딩)",C,0,이마트 옆쪽,미유외과의원,041-579-1095,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.79487528187422,127.12637399497484
"충청남도 천안시 서북구 동서대로 125-3, 5층 (성정동,천안크리닉빌딩 )",C,0,하나은행건물5층,파티마외과의원,041-561-7175,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,36.826311994166545,127.13689483868896
충청남도 천안시 서북구 성거읍 성거길 103,C,0,삼일아파트상가 2층,송재화외과의원,041-558-1118,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1600,0830,,,,,36.87467471789645,127.20164651497433
"전라남도 여수시 중앙로 7-1, 2층 (서교동)",C,0,KT여수지사 건너편 백제약국 2층,박외과의원,061-642-4460,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.74060007773434,127.72854632797833
충청남도 홍성군 홍성읍 내포로 6,C,0,하나빌딩 바로 옆건물 ,윤외과의원,041-632-5437,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,36.601167304697896,126.66622469872365
충청남도 홍성군 광천읍 광천로 320-0,C,0,광천오거리 파리바게트 2층,참좋은연세외과의원,041-642-2323,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1330,0800,,,1300,0800,36.502498765927974,126.62603199939784
충청남도 홍성군 홍성읍 조양로205번길 54,C,0,홍성의료원앞 종로약국 옆 골목길,홍성중앙외과의원,041-632-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,36.600351365268494,126.67487859861286
광주광역시 남구 독립로 112 (백운동),C,0,백운동 대성초등학교 사거리,소망외과의원,062-652-1987,,1800,0900,1800,0900,1200,0900,1800,0900,1800,0900,1200,0900,,,,,35.14342224470456,126.90329822459452
광주광역시 남구 양림로 54 (양림동),C,0,기독병원 아래 ,김성봉외과의원,062-653-0773,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,35.13703821465868,126.91476664585056
"경기도 광명시 광명로 944, 3층 (광명동, 광명2동 우체국건물)",C,0,,성지외과의원,02-2615-6553,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.48298704912179,126.85635904396167
"경기도 광명시 소하로 82, 4층 (소하동, 한빛프라자)",C,0,,강남외과의원,02-898-6075,,1830,0930,1830,0930,1330,0930,1830,0930,1830,0930,1330,0930,,,,,37.4476394915,126.8833548385
"경기도 광명시 철산로 20, 7층 701호 (철산동, 야우리빌딩)",C,0,,맘스유외과의원,02-2066-7575,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.47580020483518,126.86839260138825
서울특별시 도봉구 덕릉로 241 (창동),C,0,청하아파트 인근,중앙외과의원,02-908-5931,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,1300,0930,37.63939822415477,127.03850862193934
"경상북도 경주시 원화로 261, 지하1층,1,4층 (황오동)",C,0,,연합열린외과의원,054-745-0046,,1920,0900,1920,0900,1920,0900,1920,0900,1920,0900,1600,0900,1200,1000,1300,0900,35.84381536933994,129.21685233154307
경상북도 경주시 건천읍 내서로 1117-1,C,0,,전재홍외과의원,054-751-8686,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.849311111111113,129.103861111111115
경상북도 경주시 양정로 313  (용강동),C,0,,최길선외과의원,054-777-7301,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.86079120295222,129.22398144706915
경상북도 경주시 안강읍 안강중앙로 236 (박외과),C,0,,친절한박외과의원,054-761-3012,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.991886111111114,129.225766666666658
충청남도 서천군 서천읍 충절로 37,C,0,특허시장 맞은편,서천외과의원,041-953-7502,,1730,0830,1730,0830,1730,0830,1200,0830,1730,0830,1200,0830,,,,,36.075765557385324,126.6870473557161
경상북도 구미시 1공단로 182 (공단동),C,0,,성모연합외과의원,054-464-0654,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,36.10168039317589,128.38301249591208
"경상북도 구미시 구미중앙로 44 (원평동, 멀티복합상가)",C,0,,슬림유외과의원,054-456-2100,,1830,0930,2100,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,36.13010126997626,128.32763021076727
강원도 정선군 정선읍 봉양6길 14,C,0,정선읍 봉양리 크리스탈모델 골목 정다운 약국 앞,정선연세외과의원,033-563-7778,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.378888938231576,128.66396033503958
"서울특별시 은평구 통일로 741, 3층 (대조동)",C,0,불광역 7번출구 롯데리아 건물,연세학문외과의원,02-387-6427,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.611534876666624,126.92868353183495
"서울특별시 서초구 사평대로 371, 5층 (반포동, 현철빌딩)",C,0,교보문고 건너편 5층 ,클린외과의원,02-515-0310,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.50457003688018,127.02359193273838
서울특별시 서초구 마방로 2,C,0,양재시민의숲 2번출구 한국타이어 옆,한유외과의원,02-577-3390,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.473580601691175,127.03915332061814
"서울특별시 은평구 서오릉로 95, 2층 (역촌동)",C,0,역촌역 2번출구. 삼성아파트 길 건너편.,강북제일외과의원,02-359-9363,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430,0900,,,,,37.608282924889416,126.92059582686137
"서울특별시 은평구 은평로 11, (신사동)",C,0,신사동성당 근처,경서외과의원,02-354-2350,,1800,1030,1800,1030,1800,1030,1800,1030,1800,1030,1200,1030,,,,,37.597232409749175,126.90950583583506
"서울특별시 은평구 은평로 97 (응암동, 동아빌딩 3층)",C,0,응암역 3번 출구,클린성모외과의원,02-389-6267,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.599877041218654,126.91846675795341
"서울특별시 은평구 통일로 861, 3층 (갈현동)",C,0,연신내역 7번출구 ,서울장문외과의원,02-389-5005,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1200,0900,1000,0900,,,37.619786476838506,126.92019392187536
"경기도 안양시 동안구 동안로 120, 평촌스포츠센타 5층 505호,506호일부호 (호계동)",C,0,,연세베스트외과의원,031-384-5631,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1430,0900,,,,,37.3895609004619,126.95224690386664
"경기도 안양시 동안구 시민대로 167, 501~504호 (비산동, 안양벤처텔)",C,0,,이레미즈외과의원,031-386-6075,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0900,,,,,37.39080489529537,126.94962602066522
경기도 안양시 동안구 흥안대로456번길 30 (평촌동),C,0,,푸른외과의원,031-424-8610,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1700,0900,1300,0900,1300,0900,37.394077777777781,126.977302777777780
"세종특별자치시 조치원읍 조치원로 22, 3층",C,0,조치원읍 원리,서울연합외과의원,044-865-3838,,1900,0830,1900,0830,2030,0830,1900,1230,1900,0830,1300,0830,,,,,36.60118847133058,127.29913697467872
세종특별자치시 조치원읍 새내로 68-1,C,0,조치원읍 원리,서울외과의원,044-863-4912,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.59806634229848,127.29885746405871
세종특별자치시 조치원읍 새내로 113,C,0,조치원읍 원리,성심외과의원,044-865-3616,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.6019369247,127.2977100246
"강원도 강릉시 경강로 2109, 3층 (임당동, 문선빌딩)",C,0,임당동 문선빌딩 3층,박정빈외과의원,033-648-0080,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.75556404211279,128.89723767708728
강원도 강릉시 율곡로 2792,C,0,성남동 농협하나로마트내 3층,성심외과의원,033-645-4082,,1730,0830,1730,0830,1730,0830,1230,0830,1730,0830,1230,0830,,,,,37.75447147615153,128.9015348570748
강원도 강릉시 주문진읍 해안3길 7,C,0,주문초등학교 정문 쪽,유주왕외과의원,033-662-8767,,1730,0900,1730,0900,1730,0900,1600,0900,1730,0900,1200,0900,,,1200,0900,37.885746016526404,128.8258916547371
