주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

"광주광역시 북구 양산로 85, 1~5층 (양산동)",E,0,,나라한방병원,062-576-1000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.20964833572441,126.88359530013511

"광주광역시 북구 북문대로 237, 3,4,5층 (동림동)",E,0,,동림수한방병원,062-710-4900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.186598926425304,126.86614474800538

"광주광역시 북구 북문대로 14, 지하1~지상5층 (운암동)",E,0,,두드림한방병원,062-455-2222,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1740378741,126.8838480689

"광주광역시 북구 서하로 91, 2~4층 (매곡동)",E,0,,매곡한방병원,062-573-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1876400398,126.8904075954

광주광역시 북구 첨단연신로 25 5층 501호 (연제동),E,0,,미한방병원,062-519-0500,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2001915243,126.8630828761

광주광역시 북구 제봉로 278,E,0,,바른한방병원,062-714-2559,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.15925953297859,126.91132749042738

"광주광역시 북구 첨단연신로91번길 20-4, 문화신협 5,6층 (신용동)",E,0,,밝은한방병원,062-460-1000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.20655083193406,126.86252310344639

전라북도 남원시 광한서로 50-3 (금동),G,0,국민은행 사거리에서 광한루쪽 50m 떨어져 위치,윤한의원,063-625-2698,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1400,0830,,,1300,0830,35.40572611109961,127.37827944237702

전라북도 남원시 남문로 390 (금동),G,0,lg전자2층,으뜸한의원,063-636-7510,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,35.40698445842236,127.37452365491608

전라북도 남원시 인월면 인월남길 3,G,0,인월터미널맞은편,인월한의원,063-636-5591,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.461038888888886,127.603752777777771

전라북도 남원시 남문로 405-1 (왕정동),G,0,,정성 한의원,0639307575,,1730,0800,1730,0800,1730,0800,1730,0800,1730,0800,1300,0800,,,,,35.406664055,127.3757913744

전라북도 남원시 남문로 460 (쌍교동),G,0,기업은행옆 제일빌딩2층,제일한의원,063-636-8575,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.40611832030814,127.38167422137812

전라북도 남원시 의총로 46-2 (금동),G,0,남원 교육문화회관앞(구.남원의료원 앞),제중한의원,063-632-3633,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1500,0830,,,,,35.408934020964935,127.38196272813505

전라북도 남원시 남문로 475-2 (죽항동),G,0,정화극장사거리,중앙한의원,063-633-4088,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,35.406461111111113,127.383402777777775

전라북도 남원시 산내면 대정길 132,G,0,,지리산산내한의원,063-635-1275,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,1830,,,,,35.42031323795395,127.62894412167947

전라북도 남원시 인월면 인월로 62,G,0,파출소에서 농협쪽으로 20M쯤 걸어와 굿모닝마트 2층,지리산한의원,063-631-0177,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0830,,,,,35.460841666666667,127.601888888888894

전라북도 남원시 용성로 232 (도통동),G,0,도통아파트 건너편 LG전자2층,천지인한의원,063-636-8585,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.417841666666668,127.397083333333327

전라북도 남원시 의총로 64 (금동),G,0,,청춘한의원,063-625-9990,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1500,0800,,,,,35.406289703058675,127.3765108576809

"경기도 안산시 상록구 각골로 72, 2, 3 , 4층 (본오동)",G,0,,사단법인대한교통장애인연합회사랑나눔명품한의원,031-407-8271,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1600,0830,1600,0900,1600,0900,37.29587812817092,126.87296539744149

"인천광역시 남동구 인주대로 670, 인향빌딩 101호일부,5층,602호일부호 (구월동)",E,0,,인주한방병원,1833-7887,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,1500,1000,,,37.449099823701985,126.71138332012973

광주광역시 북구 태봉로 32 (유동),C,0,,천주의성요한의원,062-510-3102,,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1230,0830,,,,,35.1603004274,126.9035361689

"경기도 평택시 탄현로336번길 19, 2층 (지산동)",G,0,,123한의원,031-667-1075,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1500,0830,,,,,37.08178434231736,127.05752379260788

경기도 평택시 진위면 진위서로 62,G,0,,감초한의원,031-668-7589,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1600,0900,37.10810875794473,127.06981112736366

"경기도 평택시 이충로35번길 28-22, 203호 (이충동, 리치플러스)",G,0,,경희두번한의원,031-667-2275,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400,0900,,,,,37.059885863461076,127.066295968726

경기도 평택시 지산로 82 (지산동),G,0,,경희한의원,031-664-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.0801519123521,127.06392846880345

경기도 평택시 서정역로 22 (서정동),G,0,,남서울한의원,031-667-7479,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1400,0900,37.056016666666665,127.055750000000003

"경기도 평택시 이충로35번길 20-9, 이충센타프라자 (이충동)",G,0,,다나을한의원,031-667-1275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.06032695327674,127.0664483351243

경기도 평택시 정암로 53 (이충동),G,0,,다산한의원,031-654-3933,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.05683169857093,127.05965010686631

경기도 평택시 송탄로 147 (이충동),G,0,,예림한의원,031-666-8555,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400,0900,,,,,37.0554013455,127.0567213837

"경기도 평택시 서정역로 12, 1층 (이충동)",G,0,,대정한의원,031-666-5200,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.055054265226374,127.05566994187475

"경기도 평택시 이충로35번길 26, 301호 (이충동, 보람플러스)",G,0,보람플러스 301호,물빛한의원,031-665-7510,,1900,0930,2100,0930,1900,0930,2100,0930,1900,0930,1700,0930,,,,,37.05953622780236,127.06633614682588

경기도 평택시 서정역로 52-1  (서정동),G,0,,백도연한의원,031-663-1010,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,,,37.05857238540774,127.05488543085326

"경기도 평택시 이충로35번길 22, 204호 (이충동, 뜨란프라자)",G,0,뜨란프라자 204호,본한의원,031-663-1035,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.05979911467153,127.06674562316024

"경기도 평택시 점촌로20번길 20, 1층 (서정동)",G,0,,송탄소나무한의원,031-662-4656,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.06248057189629,127.05589012349118

"경기도 평택시 지산로 56, 3층 (지산동, 정우빌딩)",G,0,,송탄한의원,031-667-2745,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1600,0900,37.079443298142415,127.06121979107033

경기도 평택시 탄현로 326 (지산동),G,0,,열린한의원,031-662-1075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.08129120381515,127.05613787517603

"경기도 평택시 서정역로 18, 2층 (서정동)",G,0,,옥수봉한의원,031-665-3375,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1500,0900,,,,,37.05573696325459,127.0558042493903

경기도 평택시 탄현로336번길 6 (지산동),G,0,,임한의원,031-663-2814,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,0900,37.08169823051632,127.0566780084657

경기도 평택시 탄현로 321 (신장동),G,0,,자혜한의원,031-668-7979,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.081068030761784,127.05551690761615

경기도 평택시 관광특구로 19 (서정동),G,0,,제너지한의원,031-611-3311,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.06732417777097,127.06110742097768

경기도 평택시 지산로 76 (지산동),G,0,맥도날드 맞은편,지산경희한의원,031-664-2246,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,37.079974046030564,127.06320461337491

경기도 평택시 탄현로 285 (지산동),G,0,,지호당한의원,031-666-3884,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1800,0900,,,,,37.078058666718036,127.05510084154744

경기도 평택시 밀월로15번길 88 (신장동),G,0,,천일당한의원,031-668-1001,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,1300,0930,37.078514384187905,127.05159240242047

경기도 평택시 관광특구로 23 (서정동),G,0,,청명한의원,031-666-8071,,2000,0930,1900,0930,2000,0930,1900,0930,2000,0930,1600,0930,,,,,37.06717417713325,127.061484292043

"경기도 평택시 서정북로 83, (서정동)",G,0,,초생달한의원,031-611-8320,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,,,,,,,37.071125906842866,127.05865824937876

경기도 평택시 진위면 경기대로 1838,G,0,농협맞은편,태양한의원,031-665-1570,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.10865588454521,127.06460042303732

"경기도 평택시 송탄로 394, 3~4층 (지산동)",G,0,,평택의료소비자생활협동조합나누리한의원,031-668-7887,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.07863394391514,127.05805222705363

경기도 평택시 서정역로 43 (서정동),G,0,,햇살한의원,031-665-3789,,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1600,0930,1300,0930,1300,0930,37.05787447369567,127.05545503291216

"경기도 평택시 관광특구로 11, 2층 (서정동)",G,0,,홍한의원,031-664-0523,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.0672793383906,127.0602429957319

전라남도 순천시 조례1길 10-27 (조례동),E,0,"조례동 LG베스트샵,하이마트 옆",아나파한방병원,061-745-7575,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,1700,1300,1700,1300,34.959620377668195,127.52199068663988

부산광역시 해운대구 선수촌로 86 (반여동),G,0,버스정류장: 반여1동 주민센터,좋은한의원,051-527-8254,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.20132618220965,129.11938945222513

"경기도 안산시 단원구 화랑로 159, 단지내 상가 2층 202,203호 (초지동)",G,0,,경희매일아침한의원,031-413-0930,,1900,0930,2030,0930,1900,0930,2030,0930,1900,0930,1400,0930,,,1400,0930,37.32408507700546,126.80621389168307

"부산광역시 해운대구 아랫반송로21번길 51, 3층 (반송동, 동래농협반송지점)",G,0,버스정류장: 동래농협반송지점 3층,진수한의원,051-545-9945,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.22670666444619,129.1483285537425

부산광역시 남구 고동골로 8  (문현동),G,0,버스정류장: 문현 3동 주민센터,박창수한의원,051-636-1059,,1800,0900,1800,0900,2030,0900,,,1800,0900,1600,0900,,,,,35.13763575990001,129.07125151810146

부산광역시 부산진구 당감로 36-1 (당감동),G,0,버스정류장: 당감초등학교 ,자작나무한의원,051-893-9006,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,1400,0930,35.16487700080267,129.0395514498606

"광주광역시 북구 첨단연신로 271, 3,4층 (신용동)",E,0,,배가한방병원,062-571-9595,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2066492880485,126.85910222024856

"광주광역시 북구 북문대로 70, 3~4층 (운암동)",E,0,,본한방병원,062-521-3400,,2000,0900,1800,0900,2000,0900,1800,0900,2000,0900,1300,0900,,,,,35.177340992660675,126.87884343571

"광주광역시 북구 북문대로 183, 3~7층 (운암동)",E,0,,새우리한방병원,062-464-5000,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.18469078323361,126.87040493966089

"광주광역시 북구 하서로 427, 3∼6층 (용두동)",E,0,,세정한방병원,062-710-0710,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2130897738065,126.87464594502299

"광주광역시 북구 설죽로 335, 2~4층 (매곡동)",E,0,,세종한방병원,062-367-1001,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1895184073,126.8986222742

"광주광역시 북구 설죽로 376 (삼각동, 태주빌딩)",E,0,,시원한방병원,062-252-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.19222723800264,126.89859363845703

"광주광역시 북구 문산로 27-4, 1,2,3,8층 (문흥동)",E,0,,신한방병원,062-261-1175,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,35.18477292461733,126.9219476799703

광주광역시 북구 제봉로324번길 10 (중흥동),E,0,,신흥한방병원,062-514-6300,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1631320438,126.9099736277

광주광역시 북구 양일로 307 (일곡동),E,0,,약손한방병원,062-719-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2026158382,126.8973848632

"광주광역시 북구 매곡로 22, 1-6층 (용봉동)",E,0,,올다엠앤비한방병원,062-716-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1868397851,126.894637908

광주광역시 북구 비엔날레로 186 (용봉동),E,0,,용봉한방병원,062-523-2200,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.18286014886233,126.89734528767445

"광주광역시 북구 서강로 85, 정인빌딩 1~5층 (운암동)",E,0,,운암한방병원,062-522-7744,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.17944464367071,126.87176860151784

"광주광역시 북구 자동차로 72, 가,나동 지1∼4,1∼5층 (신안동)",E,0,,윤배한방병원,062-524-0001,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.16562841879563,126.90248491689694

"광주광역시 북구 안산로 47-2, 201,301,401,501호 (오치동)",E,0,,이가한방병원,062-675-7777,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1916734421,126.9017774401

"광주광역시 북구 서강로 67, 2,3층 (운암동)",E,0,,다솔한방병원,062-514-0012,,1800,0900,,,,,,,,,,,,,,,35.1779872714,126.8710331594

광주광역시 북구 경양로147번길 15 1층~5층 (중흥동),E,0,,조은한방병원,062-716-6060,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1615767514,126.9081752879

"광주광역시 북구 북문대로 25-1, 1∼4층 (운암동)",E,0,,참좋은한방병원,062-716-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1742886849,126.8822230211

"광주광역시 북구 우치로 236, 3~6층 (오치동)",E,0,,천수당한방병원,062-260-9900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1860628303,126.9055830044

"경기도 수원시 영통구 중부대로 316, 진빌딩 402호 (매탄동)",G,0,,태원당한의원,031-214-1515,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.273034471153096,127.05108442551541

"경기도 수원시 영통구 센트럴타운로 85, C101호 (이의동)",G,0,,폴리어린이한의원,031-548-2253,,1900,1000,1900,1000,2000,1000,,,1900,1000,1500,1000,,,1500,1000,37.29020828951692,127.05144436725149

"경기도 수원시 영통구 영통로 136, 408호 (망포동, 센트럴타워)",G,0,,필한의원,031-203-0120,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.23965804520089,127.0563877748551

"경기도 수원시 영통구 삼성로 129 (매탄동,한가족프라자 3층)",G,0,,한가족OK한의원,031-200-7500,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.25584659962425,127.05113761803764

"경기도 수원시 영통구 매영로 52, 2층 (매탄동)",G,0,,한결한의원,031-217-0978,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.268779139,127.0482584687

"경기도 수원시 영통구 태장로 87, 2층 (망포동)",G,0,,햇살나무한의원,031-202-8575,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,,,37.23942050101793,127.05567084167592

경기도 수원시 영통구 영통로90번길 4-9 (망포동),G,0,,행복한의원,031-206-1245,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.237803054223114,127.0600853962585

경기도 수원시 영통구 매영로310번길 87,G,0,,홍희한의원,031-204-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.25078752203144,127.06395227159706

"경기도 수원시 영통구 영통로 507, 3층 (영통동)",G,0,,황골마을인창한의원,031-205-5375,,2000,0930,2000,0930,2000,0930,1400,0930,2000,0930,1400,0930,,,,,37.264034910088014,127.07754871355841

"충청북도 청주시 흥덕구 대농로 39, A동 207호 (복대동)",G,0,,청주바로척한의원,043-234-8577,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,1000,1500,1000,,,36.642336606538706,127.42691315329071

"인천광역시 미추홀구 경인로 131, 3층 (도화동)",G,0,,제물포한의원,032-716-9870,,1800,0900,1400,0900,1800,0900,1400,0900,1800,0900,1400,0900,,,,,37.46652513661306,126.6573335709979

"광주광역시 광산구 장신로 85, 8층 (장덕동)",E,0,,강산한방병원,062-941-7200,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.19118569945482,126.8194506577991

광주광역시 광산구 장신로 77 (장덕동),E,0,수완지구 롯데마트 건너편,광주세계로한방병원,062-450-9000,,1800,0900,2030,0900,1800,0900,2030,0900,1800,0900,1300,0900,,,,,35.19124204027957,126.8185501804658

"광주광역시 광산구 신창로 121, 4,5층 (신창동)",E,0,,더웰한방병원,062-454-1100,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.19620189702455,126.83805383894498

광주광역시 광산구 무진대로231번길 30-12 (우산동),E,0,,미르한방병원,062-949-7000,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,35.1632602068,126.8067932331

광주광역시 광산구 내상로 36 (송정동),E,0,,빛고을한방병원,062-942-9922,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.138564396813116,126.79665125769374

"광주광역시 광산구 풍영로 214, 2층 (장덕동)",E,0,,수완청연한방병원,062-714-2882,,1800,0930,2000,0930,1800,0930,2000,0930,1800,0930,1330,0930,,,,,35.190422029771575,126.81446055493895

"광주광역시 광산구 장신로 44, 2,3,6층 (장덕동)",E,0,,수완한방병원,062-710-7510,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1905550425,126.8148668809

"광주광역시 광산구 임방울대로 334, 2,5,6층 (수완동)",E,0,W여성병원 맞은편 노블메디컬타운 2층 5층 6층,신통한방병원,062-942-1100,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.18978047716519,126.82418999337156

"광주광역시 광산구 첨단중앙로170번길 58, 2층 (쌍암동)",E,0,,예인한방병원,062-974-9100,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2204033355,126.8450617981

"광주광역시 광산구 첨단중앙로 136, 3층 (월계동)",E,0,,우리수한방병원,062-528-7900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.21723226821032,126.8426570513326

"광주광역시 광산구 사암로216번길 38-6, 4일부, 6.7.8층 (우산동)",E,0,,우산한방병원,062-456-8800,,1800,0930,1800,0930,1800,0930,1300,0930,1800,0930,1300,0930,,,,,35.16302788921696,126.81036321521471

광주광역시 광산구 사암로 392 (월곡동),E,0,흑석사거리,자연그린한방병원,062-952-3366,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,1200,0930,35.179354627218096,126.80830734406062

광주광역시 광산구 임방울대로 779 (쌍암동),E,0,,자운한방병원,062-972-0505,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.218227466643064,126.8436512520493

"광주광역시 광산구 무진대로 239, 2층 (우산동)",E,0,,참조은한방병원,062-943-1111,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.16231920018199,126.80679984876853

"광주광역시 광산구 월계로 217 (쌍암동,4층)",E,0,오션스파 옆건물,첨단한방병원,062-717-0001,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1500,0900,1800,1400,1800,1400,35.213711160841584,126.84932392248173

"광주광역시 광산구 송도로 150, 3,4층 (도산동)",E,0,,편안손한방병원,062-231-9999,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.12806158877808,126.7923151324549

"광주광역시 광산구 임방울대로 782 (월계동,301호)",G,0,,360경락한의원,062-974-0360,,2100,0850,1900,0850,1900,0850,2100,0850,1900,0850,1300,0850,,,,,35.21738367834356,126.84287361054342

광주광역시 광산구 월계로 173,G,0,,경희한의원,062-973-3123,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,35.21365433608071,126.84435098610075

"광주광역시 광산구 첨단중앙로 110, 2층 204,205호 (월계동)",G,0,,광주경희한의원,062-522-8002,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2151730923,126.8431870305

광주광역시 광산구 임방울대로 330,G,0,수완지구 W여성병원 맞은편 애플타워 4층,느티나무한의원,062-953-2123,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,35.18933681585349,126.82405480984184

"광주광역시 광산구 장신로 82, 203호 (장덕동)",G,0,,다통한의원,062-953-1075,,2000,0900,2000,0900,2000,0900,2000,1400,2000,0900,1400,0900,,,1400,0900,35.1904455358,126.8187451958

광주광역시 광산구 임방울대로 348 (수완동),G,0,,단비한의원,062-954-8993,,1900,0930,2000,0930,1900,0930,2000,0930,1900,0930,1500,0930,,,,,35.1910775791,126.8243830633

"광주광역시 광산구 목련로273번안길 15, 2층 (운남동)",G,0,운남우체국 옆 건물,대건한의원,062-953-7775,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.178030010735775,126.82407850746187

"광주광역시 광산구 첨단중앙로116번길 14, 2층 (월계동)",G,0,,대화한의원,062-972-7975,,1900,0930,2100,0930,1400,0930,1900,0930,2100,0930,1400,0930,,,,,35.2156638292,126.8434980097

"광주광역시 광산구 수등로 264, 2층 (신가동)",G,0,,동서이한의원,062-956-1075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,35.184879638940146,126.83780513586586

"광주광역시 광산구 월계로 94, 2층 (월계동)",G,0,,동인한의원,062-972-2666,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,35.213044444444442,126.836108333333328

"광주광역시 광산구 임방울대로 342, 704호 (수완동)",G,0,,마디척한의원,062-962-0629,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,35.1903852589,126.8243274581

"광주광역시 광산구 송도로 180, 1층 (도산동)",G,0,,맑은샘한의원,062-946-1082,,2100,0830,2100,0830,2100,0830,2100,0830,2100,0830,1700,0830,,,,,35.1303323869,126.7940560654

"광주광역시 광산구 선운중앙로 56, 2층 204호 (선암동)",G,0,,명동한의원,062-942-2811,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.147826364587736,126.77793279640065

"광주광역시 광산구 신창로 36 (신창동,2층)",G,0,신가중학교 옆첨단09.10.29.40.94,명성한의원,062-954-0121,,1830,0930,2030,0930,1830,0930,1830,0930,2030,0930,1400,0930,,,,,35.188465454518706,126.83730283337203

"광주광역시 광산구 첨단중앙로 96, 2층 203호 (월계동)",G,0,첨단부영1차 사거리부근 /엘씨타워 203호,미소한의원,062-971-1117,,1900,0930,2030,0930,1900,0930,2030,0930,1900,0930,1600,0930,,,1300,0930,35.21386105540992,126.84345645470844

"광주광역시 광산구 비아로12번길 19, 1층 (비아동)",G,0,해옥빌딩2층,민은주한의원,062-941-1075,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1300,0830,,,,,35.1376272836294,126.79195575356124

광주광역시 광산구 사암로215번길 31 (우산동),G,0,송정농협 옆 건물,바른한의원,062-945-8575,,1900,0900,2000,0900,1900,0900,2000,0900,1900,0900,1500,0900,,,,,35.163497222222219,126.806608333333330

"광주광역시 광산구 내상로 25, 4층 (송정동)",G,0,국민은행 사거리,백제한의원,062-944-3030,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.139397542191176,126.7964201257253

"광주광역시 광산구 상무대로 256, 2층 201호 (송정동)",G,0,,본한의원,062-943-3375,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1300,0830,,,,,35.14131240893808,126.79490626931243

"광주광역시 광산구 비아중앙로 28, 2층 (비아동)",G,0,,비아한의원,062-954-0075,,1830,0900,1830,0900,1830,0900,1200,0900,1830,0900,1200,0900,,,,,35.22132399467844,126.82485945510564

"광주광역시 광산구 첨단중앙로 136, 2층 (월계동)",G,0,첨단센트럴빌딩 213호,비전한의원,062-973-1175,,2100,1400,1900,1000,1900,1000,2100,1400,1900,1000,1400,0900,,,,,35.217283372720075,126.84267665143238

"광주광역시 광산구 사암로215번길 35, 3층 (우산동)",G,0,광주은행 월곡지점 2층,사과나무한의원,062-951-7997,,2030,0900,1900,0900,1900,0900,1900,0900,2030,0900,1600,0900,,,,,35.163346844728515,126.80800700627154

광주광역시 광산구 상무대로 262-1,G,0,"영광통 사거리 부근, 탑이비인후과 1층",삼대최한의원,062-945-1001,,1800,0900,1800,0900,1800,0900,1730,0900,1800,0900,1230,0900,,,,,35.141815303796065,126.79529843479594

"광주광역시 광산구 첨단중앙로181번길 5, 2층 (월계동)",G,0,첨단 동아아파트상가옆,상록한의원,062-974-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.22101548774119,126.84081757633663

"광주광역시 광산구 풍영로330번길 34, 2층 (장덕동)",G,0,,생동한의원,062-962-6275,,2000,0900,1830,0900,2000,0900,1830,0900,2000,0900,1300,0900,,,,,35.2003503311,126.8168344382

광주광역시 광산구 비아안길 89 (비아동),G,0,,섬김한의원,062-951-1077,,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,35.22140495149488,126.82103574511457

"광주광역시 광산구 장덕로 55, 2층(장덕동)",G,0,성덕중학교 맞은편,성덕한의원,062-954-7588,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.1950417514806,126.815321189272

