이름,주소,전화번호,경도,위도
성심교회,서울 송파구 가락로15길 27,T.02-418-3015,127.1052963,37.50300174
수동교회,서울 송파구 가락로33길 3,T.02-419-8881,127.1164754,37.50820111
서문교회,서울 송파구 강동대로 320,T.02-409-0051,127.1403904,37.51806393
잠실교회(가락동),서울 송파구 동남로 187,T.02-404-1986,127.1296412,37.49422469
참사랑교회,서울 송파구 마천로 89,T.02-400-5558,127.1304463,37.50689243
신승장로교회,서울 송파구 문정로25길 17,T.02-407-2340,127.1414959,37.50283322
성현교회,서울 송파구 백제고분로 122,T.02-423-0292,127.0803925,37.50625995
하늘비전교회,서울 송파구 백제고분로12길 30,T.02-414-2312,127.0796357,37.50377852
신천교회,서울 송파구 백제고분로17길 29,T.02-418-0481,127.0853996,37.50860764
잠실동교회,서울 송파구 백제고분로33길 22,T.02-424-0521,127.0992348,37.50500038
불광사,서울 송파구 백제고분로39길 35,T.02-413-6060,127.1028368,37.50717689
송파여성문화회관소극장,서울 송파구 백제고분로42길 5,T.02-2203-3330,127.1097317,37.50592895
예수사랑교회,서울 송파구 삼전로 52,T.02-418-0191,127.0875822,37.50341894
강남중앙교회,서울 송파구 석촌호수로 162,T.02-422-4313,127.0950419,37.50664115
서울교통공사8호선가락시장역,"서울 송파구 송파대로 지하 257 (가락동, 가락시장역)",T.02-6311-8171,127.118486,37.49274359
잠실제일교회,서울 송파구 송파대로 567,T.02-425-1881,127.0946913,37.51472064
서울교통공사8호선장지역,"서울 송파구 송파대로 지하 82 (장지동, 장지역)",T.02-6311-8191,127.1264245,37.47811963
서울교통공사5호선올림픽공원역,"서울 송파구 양재대로 지하 1233 (방이동, 올림픽공원역)",T.02-6311-5551,127.1306004,37.51608795
서울교통공사5호선거여역,"서울 송파구 오금로 지하 499 (거여동, 거여역)",T.02-6311-5592,127.1440327,37.49320758
가락동부교회,서울 송파구 오금로34길 46,T.02-408-6993,127.1222148,37.50005661
송파어린이도서관,서울 송파구 올림픽로 105,T.02-418-0303,127.0824284,37.51210121
서울메트로9호선종합운동장역,서울 송파구 올림픽로 23,T.02-2656-0930,127.073142,37.51151142
CJ푸드빌계절밥상잠실점,서울 송파구 올림픽로 269,T.02-495-2015,127.1006116,37.51442767
서울교통공사8호선잠실역,"서울 송파구 올림픽로 305 (신천동, 잠실역8호선)",T.02-6311-8141,127.1020279,37.51405389
송파구보건소,서울 송파구 올림픽로 326,T.02-2147-3426,127.1058597,37.51447685
서울교통공사8호선몽촌토성역,서울 송파구 올림픽로 383,T.02-6311-8131,127.1124305,37.51762513
한국체육산업개발우리금융아트홀(올림픽역도경기장),서울 송파구 올림픽로 424,T.02-2180-3662,127.115509,37.51889593
잠실중앙교회,서울 송파구 올림픽로35길 118,T.02-423-5303,127.1008264,37.51792783
스타홀링스더베네치아,서울 송파구 올림픽로35다길 42,T.02-6424-7000,127.1030684,37.51525276
파미에파티,서울 송파구 올림픽로8길 20,T.02-2141-0033,127.0800347,37.51005231
송파위례도서관,서울 송파구 위례광장로 210,T.02-402-3003,127.1439372,37.48116507
위례광명교회,서울 송파구 위례순환로 421,T.02-572-7755,127.1405839,37.4780114
송파어린이문화회관,서울 송파구 중대로 235,T.02-449-0505,127.1284005,37.50274209
이스턴베니비스,서울 송파구 천호대로 996,T.02-489-4242,127.1224314,37.53846653
가든파이브웨딩홀레스토랑,서울 송파구 충민로 10,T.02-2047-7400,127.1191064,37.47861672
송파글마루도서관,서울 송파구 충민로 120,T.02-4920-2311,127.1304785,37.4808353
더피에스타,서울 송파구 충민로 52,T.02-2047-1100,127.1227465,37.47771802
보건소송파산모건강증진센터,서울 송파구 충민로2길 20,T.02-2147-3741,127.1271252,37.47793472
가락제일교회,서울 송파구 충민로6길 12,T.02-443-0712,127.1317704,37.48118862
천주교풍납동성당,서울 송파구 토성로19길 21,T.02-482-8151,127.1186361,37.53052006
서서울호수공원,서울 양천구 남부순환로 64길 20,T.02-2604-3004,126.8300859,37.52742972
갈산도서관,서울 양천구 목동남로4길 48-6,T.02-2084-5410,126.8673151,37.50886776
양천평생학습관,"서울 양천구 목동서로 367 (신정동, 양천문화회관)",T.02-2620-4751,126.8633402,37.5165214
홈플러스목동점,서울 양천구 목동서로 170,T.02-6716-6303,126.8733,37.5302448
양천구보건소,서울 양천구 목동서로 339,T.02-2620-3888,126.8659168,37.51758876
목마도서관(목5동주민센터),"서울 양천구 목동서로 41 (목동, 목5동주민센터)",T.02-2652-8910,126.8721113,37.54250898
목동문화체육센터,서울 양천구 목동중앙본로 73,T.02-2062-1862,126.8690871,37.54280851
이대목동병원,서울 양천구 안양천로 1071,T.02-2650-5114,126.8862049,37.53649015
목동운동장(주경기장),서울 양천구 안양천로 939,T.02-2640-3809,126.8792329,37.53072798
롯데마트양평점,서울 영등포구 선유로 138,T.02-450-2500,126.891572,37.52606678
코스트코홀세일양평점,서울 영등포구 선유로 156,T.02-2697-1234,126.8921857,37.52766768
서울교통공사5호선영등포구청역,"서울 영등포구 양산로 지하 116 (당산동3가, 영등포구청역)",T.02-6311-9588,126.9016909,37.54352963
서울교통공사5호선여의도역,"서울 영등포구 여의나루로 지하 40 (여의도동, 여의도역)",T.02-6311-5271,126.9244846,37.52184218
서울교통공사5호선여의나루역,"서울 영등포구 여의동로 지하 343 (여의도동, 여의나루역)",T.02-6311-5271,126.9328645,37.52708586
빅마켓영등포점,"서울 영등포구 영중로 125 (영등포동8가, 롯데마트)",T.02-2165-2522,126.9046832,37.52781696
키즈앤키즈소극장,서울 영등포구 영중로 15,T.02-6925-6956,126.9057494,37.51781166
신세계백화점영등포점,서울 영등포구 영중로 9,T.02-2639-1611,126.9055669,37.51718999
서울교통공사5호선목동역,"서울 양천구 오목로 지하 245 (목동, 목동역)",T.02-6311-5201,126.8647321,37.52618126
희망장난감도서관(신정1동주민센터),"서울 양천구 중앙로32길 1 (신정동, 신정1동주민센터)",T.02-2062-7794,126.8542882,37.51857583
해맞이장난감도서관,서울 양천구 지양로 47,T.02-2699-7992,126.8350649,37.51985616
1호선영등포역 ,서울 영등포구 경인로102길 13,T.02-2693-3311,126.9057271,37.51535537
서울교통공사5호선신길역,"서울 영등포구 영등포로 327 (신길동, 신길역)",T.02-6311-9588,126.9172256,37.51703284
서울교통공사2호선영등포구청역,서울 영등포구 당산로 121,T.02-6110-2361,126.8966267,37.52569955
홈플러스영등포점,서울 영등포구 당산로 42,T.02-2165-8101,126.8958805,37.51823931
서울교통공사7호선대림역,"서울 영등포구 도림로 지하 137 (대림동, 대림역)",T.02-6311-7441,126.8966119,37.49274378
용산구청,"서울 용산구 녹사평대로 150 (이태원동, 용산구종합행정타운)",T.02-2199-8075,126.9904791,37.5324523
순천향대학교병원,서울 용산구 대사관로 59,T.02-709-9352,127.0038505,37.53411481
한남동주민센터,서울 용산구 대사관로5길 1,T.02-2199-8660,127.0005,37.53457273
꿈나무종합타운,서울 용산구 백범로 329,T.02-707-0704,126.9661768,37.53847864
원효로1동주민센터,서울 용산구 백범로 350,T.02-2199-8480,126.9676281,37.5372425
국립중앙박물관,서울 용산구 서빙고로 137,T.02-2077-9674,126.9803068,37.52388803
서울교통공사4호선이촌역,서울 용산구 서빙고로 83,T.02-6110-4301,126.9736832,37.52252018
그랜드하얏트호텔,서울 용산구 소월로 322,T.02-799-8510,126.996164,37.53923016
온누리선교재단,"서울 용산구 이촌로 347-11 (용산동6가, 온누리교회)",T.02-3215-3102,126.9851397,37.51876462
이촌2동주민센터,서울 용산구 이촌로18길 20,T.02-2199-8604,126.9546592,37.52628265
서울교통공사6호선이태원역,서울 용산구 이태원로 177,T.02-6311-6301,126.9937229,37.53448528
제일기획,서울 용산구 이태원로 222,T.02-3780-2295,126.998868,37.53478448
용산구건강가정지원센터,"서울 용산구 이태원로 224-19 (한남동, 한남동공영주차장)",T.02-797-9184,127.0002689,37.53485685
전쟁기념관,서울 용산구 이태원로 29,T.02-709-3081,126.9788228,37.53680003
리움미술관,서울 용산구 이태원로55길 60-16,T.02-2014-6980,126.998787,37.53853935
청파동주민센터,서울 용산구 청파로49길 6,T.02-2199-8464,126.9698725,37.54547742
힘찬세상경희한의원,서울 용산구 한강대로 109,T.02-793-2080,126.9681669,37.53000482
아이파크몰,"서울 용산구 한강대로23길 55 (한강로3가, 용산역)",T.02-2012-0194,126.9647414,37.52977194
이마트용산점,서울 용산구 한강대로23길 55,T.02-2012-1234,126.9647414,37.52977194
한강로동주민센터,서울 용산구 한강대로38길 28,T.02-2199-8564,126.9692277,37.52814037
효창동주민센터,서울 용산구 효창원로 161,T.02-2199-8520,126.9618381,37.54250943
원효로2동주민센터,서울 용산구 효창원로8길 3,T.02-2199-8500,126.9515473,37.53435336
서울특별시서북병원,서울 은평구 갈현로7길 49,T.02-3156-3272,126.9049475,37.6042748
엔씨백화점불광점,서울 은평구 불광로 20,T.02-350-9615,126.9289383,37.60973592
은평어린이영어도서관,서울 은평구 서오릉로 87,T.070-8933-9912,126.9211829,37.60782227
이마트수색점,서울 은평구 수색로 217,T.02-6943-1050,126.8987251,37.57962533
서울교통공사6호선응암역,"서울 은평구 증산로 지하 477 (역촌동, 6호선 응암역사무소)",T.02-6311-6101,126.9171716,37.60893863
은평구보건소,서울 은평구 은평로 195,T.02-351-8210,126.9291019,37.60279081
이마트은평점,"서울 은평구 은평로 111 (응암동, 은평이마트)",T.02-380-1100,126.9201929,37.60036226
인정병원,서울 은평구 응암로 164,T.02-2187-1571,126.9165896,37.58658554
증산정보도서관,서울 은평구 증산로 5길 6,T.02-307-6030,126.9076717,37.58280957
서울교통공사3호선구파발역,서울 은평구 진관2로 15-25,T.02-6110-3201,126.9187533,37.6368548
서울교통공사6호선불광역,서울 은평구 통일로 723-1,T.02-6311-6121,126.9299856,37.61020634
서부경찰서,서울 은평구 포돌이길 3,T.02-389-3840,126.929207,37.602574
서울교통공사1호선종로3가역,서울 종로구 돈화문로11길 26,T.02-6110-1301,126.9900622,37.57257073
서울특별시교육청어린이도서관,서울 종로구 사직로9길 7,T.02-731-2371,126.9683689,37.57607257
종로구청,서울 종로구 삼봉로 43,T.02-2148-1305,126.979139,37.57259064
국립현대미술관서울관,서울 종로구 삼청로 30,T.02-3701-9524,126.9813307,37.57875198
아이들극장,서울 종로구 성균관로 91,T.02-2088-4290,126.9987986,37.59046046
서울교통공사5호선광화문역,서울 종로구 세종대로 172,T.02-6311-5331,126.9767882,37.57162257
종로구보건소,서울 종로구 자하문로19길 36,T.02-2148-3639,126.9692262,37.58183151
서울교통공사1호선동대문역,서울 종로구 종로 302,T.02-6110-1281,127.0113964,37.57162558
동부진료소,서울 종로구 지봉로5길 7-5,T.02-2148-3659,127.014366,37.5735002
삼익패션타운,서울 중구 남대문시장8길 7,T.02-756-7536,126.9789729,37.56016367
롯데백화점본점,서울 중구 남대문로 81,T.02-772-3593,126.981588,37.564735
서울교통공사6호선약수역,서울 중구 다산로 115,T.02-6311-6331,127.0101203,37.55389185
서울중구육아종합지원센터,서울 중구 다산로32길 5,T.02-2263-2626,127.0148317,37.56127758
어울림도서관,서울 중구 다산로38길 66-35,T.02-2280-8499,127.0189284,37.56171915
중구보건소,서울 중구 다산로39길 16,T.02-3396-6356,127.0150962,37.56458779
서울교통공사2호선시청역,서울 중구 서소문로 127,T.02-6110-2011,126.9753894,37.56357977
서울도서관,서울 중구 세종대로 110,T.02-2133-0300,126.9783761,37.56669472
신세계백화점본점,서울 중구 소공로 63,T.02-310-1611,126.9809781,37.56091729
국립중앙의료원,서울 중구 을지로 245,T.02-2260-7034,127.0069281,37.56789111
롯데패션몰,서울 중구 을지로 264,T.02-6262-4500,127.007064,37.56574313
서울시녹색장난감도서관,서울 중구 을지로 42,T.02-753-0222,126.9823728,37.5660509
서울교통공사4호선동대문역사문화공원역,서울 중구 장충단로 230,T.02-6110-4221,127.007551,37.56507934
두산타워,서울 중구 장충단로 275,T.02-3398-1688,127.0087751,37.56888578
국립중앙극장,서울 중구 장충단로 59,T.02-2280-4016,127.0004913,37.55399915
현대시티아울렛동대문점,서울 중구 장충단로13길 20,T.02-2283-2233,127.0076671,37.56873587
중구청,서울 중구 창경궁로 17,T.02-3396-4504,126.9975655,37.56379791
이마트청계천점,서울 중구 청계천로 400,T.02-2290-1052,127.0227726,37.57089912
청구역5호선6호선,서울 중구 청구로 77,T.02-6311-5371,127.0138063,37.56029423
롯데마트서울역,서울 중구 청파로 426,T.02-390-2500,126.969563,37.55700878
장난감대여센터면목점,서울 중랑구 동일로 591,T.02-439-6700,127.0794578,37.58319841
이마트상봉점,"서울 중랑구 상봉로 118 (망우동, E-마트 상봉점)",T.02-490-1004,127.0936089,37.59646849
서울교통공사7호선상봉역,서울 중랑구 망우로 297,T.02-6311-7201,127.0857565,37.59545421
홈플러스서울상봉점,서울 중랑구 망우로 353,T.02-6922-8121,127.0900975,37.59797511
한국철도공사망우역,서울 중랑구 망우로55길 11-10,T.02-432-7788,127.0925968,37.59926476
망우본동복합청사,서울 중랑구 망우로67길 10,T.02-495-2530,127.1014856,37.60056042
중랑숲어린이도서관,서울 중랑구 망우로73길 46-1,T.02-6235-1157,127.1039257,37.60266318
중랑구보건소,서울 중랑구 봉화산로 179,T.02-2094-0836,127.0927248,37.60656393
홈플러스면목점,서울 중랑구 사가정로 332,T.02-437-2080,127.0803773,37.58118041
면목38동주민센터,서울 중랑구 사가정로51길 48,T.02-2094-0182,127.088069,37.58295612
한국철도공사양원역,서울 중랑구 송림길 147,T.02-435-7788,127.1079213,37.60655447
중랑구립정보도서관,서울 중랑구 신내로15길 197,T.02-490-9112,127.0869063,37.61517065
한국철도공사신내역,서울 중랑구 신내역로 20,T.02-2207-7789,127.1032219,37.61278958
한국철도공사중랑역,서울 중랑구 중랑역로 9,T.02-436-7785,127.0757285,37.59482371
세종고속시외버스터미널,"세종특별자치시 갈매로 37-12 (대평동, 세종고속시외버스터미널)",T.070-4904-3263,127.2736625,36.46922324
이마트세종점,"세종특별자치시 금송로 687 (가람동, 이마트세종점)",T.044-902-1234,127.2509825,36.47089998
한솔동주민센터,"세종특별자치시 노을3로 85 (한솔동, 한솔동주민센터)",T.044-301-6114,127.2546672,36.47917347
국립세종도서관,"세종특별자치시 다솜3로 48 (어진동, 국립세종도서관)",T.044-900-9018,127.2683883,36.4988246
종촌종합복지센터육아종합지원센터,"세종특별자치시 도움1로 116 (종촌동, 종촌종합복지센터)",T.044-865-0561,127.2467874,36.50270465
종촌동주민센터,"세종특별자치시 도움3로 125 (종촌동, 종촌동주민센터)",T.044-301-6400,127.2468698,36.50463515
고운동주민센터북측,"세종특별자치시 마음로 284 (고운동, 고운동주민센터)",T.044-301-6614,127.2365898,36.51972453
아름동주민센터,"세종특별자치시 보듬3로 114 (아름동, 아름동행정복지센터)",T.044-301-6343,127.24689,36.51235217
도담동복합커뮤니티센터,"세종특별자치시 보람로 77 (도담동, 도담동주민센터)",T.044-867-9336,127.261746,36.51540509
새롬종합복지센터공동육아나눔터,"세종특별자치시 새롬로 14 (새롬동, 새롬종합복지센터)",T.044-867-9466,127.2566962,36.48606974
세종호수공원관리센터옆,"세종특별자치시 연기면 다솜로 216 (세종리, 세종호수공원판매시설)",T.044-301-3644,127.2701126,36.4981857
연서면사무소,"세종특별자치시 연서면 대첩로 238 (성제리, 연서면사무소, 연서면119지역대)",T.044-301-5700,127.2715238,36.59257199
홈플러스세종점,"세종특별자치시 절재로 154 (어진동, 홈플러스 세종점)",T.044-715-8000,127.2588008,36.50738921
세종시보건소,"세종특별자치시 조치원읍 건강길 16 (교리, 세종특별자치시보건소)",T.044-301-2133,127.2965149,36.60567662
조치원역,"세종특별자치시 조치원읍 으뜸길 215 (원리, 조치원역)",T.044-867-3493,127.2963027,36.60108986
홈플러스조치원점,세종특별자치시 조치원읍 허만석로 60-1 (번암리),T.044-861-8103,127.2981256,36.58670047
보람동주민센터,"세종특별자치시 호려울로 42 (보람동, 보람동주민센터)",T.044-301-6700,127.290614,36.47877425
울산세무서,"울산 남구 갈밭로 49 (삼산동, 울산세무서)",T.052-259-0243,129.3461264,35.53674254
울산남부도서관,"울산 남구 거마로13번길 6 (옥동, 울산남부도서관)",T.052-259-7576,129.2954067,35.53589364
미즈병원,"울산 남구 남산로 2 (무거동, 울산미즈병원)",T.052-220-0190,129.2709074,35.55230191
위드여성병원,울산 남구 남중로 123 (삼산동),T.052-915-8316,129.3480099,35.545465
이마트 울산점,"울산 남구 남중로 48 (삼산동, 울산점 EMART)",T.052-220-1053,129.3484001,35.53801706
울산대공원 1,울산 남구 대공원로 94 (옥동),T.052-226-0309,129.2939188,35.53098448
울산세관,울산 남구 대암로90번길 27 (야음동),T.052-278-2236,129.3262057,35.52876102
남구청,"울산 남구 돋질로 233 (달동, 울산광역시 남구청)",T.052-226-5443,129.3295221,35.54374006
울산 남구육아종합지원센터,"울산 남구 돋질로 251 (달동, 영유아플라자)",T.052-256-9508,129.3322913,35.54364283
보람병원,"울산 남구 돋질로336번길 10 (삼산동, 울산보람병원)",T.052-278-0159,129.3410938,35.54250804
울산박물관,"울산 남구 두왕로 277 (신정동, 박물관)",T.052-229-4713,129.308692,35.52713633
문수실내수영장,"울산 남구 문수로 44 (옥동, 울산문수축구경기장)",T.052-220-2512,129.259531,35.53526635
KBS울산방송국,"울산 남구 번영로 212 (달동, 한국방송공사울산방송국)",T.052-270-7151,129.3263757,35.54452809
세이브존,"울산 남구 번영로250번길 9 (삼산동, 세이브존)",T.052-279-9908,129.325096,35.54768023
울산지방법원,"울산 남구 법대로 55 (옥동, 울산지방법원)",T.052-216-8122,129.2870733,35.53940491
인구보건복지협회 울산지회 가족보건의원,"울산 남구 봉월로 63 (신정동, 인구보건복지협회)",T.052-273-4463,129.3051516,35.53855753
종하체육관,"울산 남구 봉월로38번길 32 (신정동, 울산광역시종하체육관)",T.052-273-0286,129.3104582,35.53616322
서울아동병원,울산 남구 북부순환도로 25 (무거동),T.052-922-1100,129.2661799,35.55246935
선암동행정복지센터,"울산 남구 산업로325번길 34 (선암동, 선암동주민센터)",T.052-226-2946,129.3352569,35.51288647
뉴코아아울렛 울산점,울산 남구 삼산로 217 (달동),T.052-228-5260,129.3310616,35.53855778
현대백화점 울산점,"울산 남구 삼산로 261 (삼산동, 현대백화점)",T.052-228-1303,129.3358122,35.5395696
롯데백화점 울산점,"울산 남구 삼산로 288 (삼산동, 롯데백화점, 울산고속버스터미널)",T.052-960-3798,129.3391182,35.53780976
롯데마트 울산점,울산 남구 삼산로 74,T.228-2521,129.3159084,35.53397856
국민건강보험공단 울산남부지사,울산 남구 삼산로35번길 26 (신정동),T.052-226-9113,129.3109133,35.53568309
울산남구보건소,"울산 남구 삼산중로 132 (삼산동, 울산남구보건소)",T.052-226-2482,129.3363276,35.54535739
근로자종합복지회관,울산 남구 삼산중로 144 (삼산동),T.052-227-4103,129.3361885,35.54615617
프라우메디병원,울산 남구 삼산중로 94,T.052-226-7140,129.3359276,35.54184524
홈플러스 울산남구점,울산 남구 수암로 148,T.270-8000,129.3227148,35.52643041
고래박물관 1,"울산 남구 장생포고래로 244 (매암동, 장생포고래박물관)",T.052-226-1931,129.380792,35.50274043
울산광역시 여성인력개발센터,울산 남구 정동로20번길 24 (삼산동),T.052-258-8061,129.34669,35.53528464
울산시청,"울산 남구 중앙로 201 (신정동, 울산광역시청)",T.052-229-3441,129.3113411,35.53803079
울산고용복지플러스센터,울산 남구 화합로 106 (삼산동),T.052-228-1984,129.3413192,35.53433798
업스퀘어,울산 남구 화합로 185 (삼산동),T.052-990-5126,129.3388998,35.54134585
방어동행정복지센터,"울산 동구 꽃바위로 325 (방어동, 방어동행정복지센터)",T.052-209-4161,129.4240164,35.48620803
대송동 행정복지센터,"울산 동구 대송5길 10 (화정동, 대송동주민센터)",T.052-209-4256,129.4183407,35.50316106
남목3동 행정복지센터,"울산 동구 동해안로 100 (동부동, 남목3동주민센터)",T.052-209-4434,129.4384915,35.56605026
한마음회관,울산 동구 바드래1길 30,T.209-7910,129.4271125,35.51873997
울산광역시 육아종합지원센터 1,"울산 동구 바드래1길 61 (전하동, 육아종합지원센터)",T.052-266-4173,129.4270718,35.51721366
미래아동병원,"울산 동구 방어진순환도로 1162 (서부동, 미래아동병원)",T.052-235-5533,129.4217903,35.53981523
남목1동 행정복지센터,"울산 동구 방어진순환도로 1170 (서부동, 남목1동주민센터)",T.052-209-4375,129.4207533,35.53928635
홈플러스 울산동구점,"울산 동구 방어진순환도로 637 (일산동, 홈플러스)",T.052-230-8121,129.4274737,35.49897221
쥬라기소아청소년과의원,울산 동구 방어진순환도로 645 (일산동),T.052-251-3336,129.428089,35.49940177
울산연합소아청소년과의원,울산 동구 방어진순환도로 652 (일산동),T.052-236-7711,129.4288435,35.49978078
로즈메디산부인과,울산 동구 방어진순환도로 747,T.234-3575,129.4298746,35.50842879
울산대학교병원 1,"울산 동구 방어진순환도로 877 (전하동, 울산대학교병원)",T.052-250-7918,129.4288022,35.52005961
현대백화점 울산동구점,"울산 동구 방어진순환도로 899 (서부동, 현대백화점)",T.052-250-4104,129.4317907,35.52150591
동구보건소,"울산 동구 봉수로 155 (화정동, 종합사회복지관,보건소,동구청소년문화의집)",T.052-209-4467,129.4171999,35.5057777
울산동부도서관,"울산 동구 봉수로 505 (서부동, 동부도서관)",T.052-241-2301,129.4250753,35.52820444
주효섭소아청소년과,울산 동구 진성14길 90 (전하동),T.052-235-3733,129.4260045,35.50928966
울산동부경찰서,"울산 동구 진성4길 11 (전하동, 울산동부경찰서)",T.052-210-7323,129.4283407,35.50854798
중앙도서관,"울산 북구 두부곡1길 9 (연암동, 중앙도서관)",T.052-241-7415,129.367288,35.58418951
명촌어린이도서관,"울산 북구 명촌12길 11 (명촌동, 명촌문화센터)",T.052-241-7461,129.3553532,35.55514258
북구문화예술회관,"울산 북구 산업로 1000 (연암동, 문화예술회관)",T.052-241-7355,129.3614128,35.58133034
북구보건소,"울산 북구 산업로 1018 (연암동, 보건소)",T.052-241-8244,129.3607112,35.58355545
울산공항,"울산 북구 산업로 1103 (송정동, 울산공항)",T.052-219-6223,129.3564724,35.59354529
대영교회,울산 북구 상방로 180,T.288-1771,129.3630817,35.58209553
홈플러스 울산북구점,"울산 북구 신답로 26 (상안동, 홈플러스)",T.052-293-2080,129.3448339,35.63008268
세대공감 창의놀이터,울산 북구 중보길 42 (중산동),T.052-241-8540,129.3380356,35.65670077
울산광역시 유아교육진흥원,"울산 북구 지당5길 17 (송정동, 유아교육진흥원)",T.052-286-9350,129.3552278,35.60513072
신선도원몰,"울산 북구 진장17길 10 (진장동, 메가마트)",T.052-219-8000,129.3564068,35.56136478
롯데마트 진장점,"울산 북구 진장유통로 64 (진장동, 롯데마트)",T.052-240-2522,129.3590248,35.57600435
코스트코울산점,"울산 북구 진장유통로 78-12 (진장동, 코스트코)",T.052-290-7842,129.3587275,35.57711327
농협울산유통센터,"울산 북구 진장유통로 90 (진장동, 농수산물종합유통센터)",T.052-210-8824,129.358753,35.57911079
울주군육아종합지원센터,울산 울주군 범서읍 구영로 101-18 (구영리),T.052-246-0600,129.2437778,35.57483326
구영365소아청소년과,"울산 울주군 범서읍 구영로 86 (구영리, GM프라자)",T.052-248-3650,129.2409818,35.57482635
태화강생태관,"울산 울주군 범서읍 구영로 31 (구영리, 태화강생태관)",T.052-204-1655,129.2377501,35.58102589
범서읍보건지소,"울산 울주군 범서읍 송현길 72 (천상리, 범서읍 행정복지센터)",T.052-204-2832,129.2305686,35.56865439
범서읍행정복지센터,"울산 울주군 범서읍 송현길 72 (천상리, 범서읍 행정복지센터)",T.052-204-4216,129.2305686,35.56865439
하나로마트 울산원예농협본점,"울산 울주군 범서읍 장검길 10 (굴화리, 울산원예농협하나로마트)",T.052-220-6512,129.2539957,35.55754362
선바위도서관,"울산 울주군 범서읍 점촌3길 40 (구영리, 울주선바위도서관)",T.052-204-2941,129.2374553,35.57319365
햇살아동병원,울산 울주군 범서읍 천상중앙길 80 (천상리),T.052-211-8448,129.227769,35.56307463
메가마트 언양점,울산 울주군 삼남면 반구대로 612 (교동리),T.052-255-6001,129.1173593,35.54752143
삼남면행정복지센터,울산 울주군 삼남면 작괘들길 2 (교동리),T.052-204-4922,129.1084344,35.54093332
서울산보람병원,"울산 울주군 삼남면 중평로 53 (교동리, 서울산보람병원)",T.052-255-7114,129.1207447,35.55992853
울산하늘공원,"울산 울주군 삼동면 보삼길 550 (조일리, 울산하늘공원)",T.052-255-3827,129.1323035,35.47145366
울주군보건소,"울산 울주군 삼남면 서향교1길 67-12 (교동리, 울주군보건소)",T.052-204-2744,129.1137363,35.55836372
언양읍행정복지센터,"울산 울주군 언양읍 동문길 7 (동부리, 언양읍 행정복지센터)",T.052-204-4443,129.1258363,35.56961347
울주도서관,"울산 울주군 언양읍 언양로 109 (어음리, 울주도서관)",T.052-255-8132,129.1377299,35.55843346
울산역,"울산 울주군 삼남면 울산역로 177 (신화리, 울산역)",T.052-930-8004,129.1386313,35.55149846
온양읍행정복지센터,울산 울주군 온양읍 남창1길 20 (남창리),T.052-238-3505,129.2799774,35.41921431
울주군옹기종기도서관,울산 울주군 온양읍 온양로 38-1 (운화리),T.052-239-7413,129.276514,35.41283176
남부통합보건지소,"울산 울주군 온양읍 터실1길 13 (망양리, 남부통합보건지소)",T.052-204-2816,129.2908982,35.45524829
웅촌보건지소,"울산 울주군 웅촌면 새초천길 12 (곡천리, 웅촌보건지소)",T.052-204-2843,129.2086211,35.46078667
울주군청,"울산 울주군 청량읍 군청로 1 (율리, 울주군청)",T.052-204-0472,129.2413348,35.52190734
국민건강보험공단 울산중부지사,"울산 중구 구교로 41 (학산동, UBC울산방송국)",T.052-241-0112,129.3291139,35.55544896
맘스여성병원,울산 중구 남외2길 36 (남외동),T.052-290-6090,129.3509388,35.56670358
중구청,"울산 중구 단장골길 1 (복산동, 중구청)",T.052-290-3194,129.3321784,35.56921355
홈플러스울산점,"울산 중구 번영로 475 (복산동, 홈플러스울산점)",T.052-290-8121,129.3348599,35.56438691
튼튼아동병원,울산 중구 번영로 590,T.052-212-7575,129.3464887,35.56895006
울산중부경찰서,"울산 중구 번영로 620 (남외동, 울산중부경찰서)",T.052-241-4312,129.349454,35.56906804
울산광역시교육청,"울산 중구 북부순환도로 375 (유곡동, 울산광역시교육청)",T.052-210-5716,129.302392,35.56254309
동천체육관,"울산 중구 염포로 85 (남외동, 동천체육관)",T.052-294-4120,129.3504043,35.56235526
중구보건소,"울산 중구 외솔큰길 225 (남외동, 중구보건소)",T.052-290-4343,129.3504146,35.56945563
중구육아종합지원센터,울산 중구 종가8길 66 (복산동),T.052-275-1233,129.3305894,35.56926591
한국산업인력공단,"울산 중구 종가로 345 (교동, 한국산업인력공단)",T.052-714-8081,129.3142454,35.56602196
동강병원,"울산 중구 태화로 239 (태화동, 동강병원)",T.052-241-1282,129.3019745,35.55375388
강화군도서관,"인천 강화군 강화읍 북문길9번길 18 (관청리, 강화도서관)",T.032-932-8264,126.4831684,37.74881266
계양역,"인천 계양구 다남로 24 (귤현동, 계양역)",T.032-710-9105,126.7360233,37.57160896
이마트 계양점,인천 계양구 봉오대로 785,T.032-717-1052,126.7368964,37.53103754
임학역,"인천 계양구 장제로 지하 875 (임학동, 임학역)",T.032-541-3113,126.7386227,37.54506118
엠앤비여성병원,인천 계양구 장제로772번길 2,T.032-552-3500,126.7347753,37.5365502
홈플러스스토어즈,"인천 미추홀구 소성로 6 (용현동, 홈플러스)",T.032-713-5922,126.6508491,37.44706696
학나래도서관,인천 남구 한나루로 444,T.032-880-8715,126.6674731,37.44658016
인천대공원시설공단,"인천 남동구 무네미로 236 (장수동, 인천대공원사업소)",T.032-465-1524,126.7492905,37.45769323
