name,address,tel

인정병원,서울 은평구 응암로 164,T.02-2187-1571

증산정보도서관,서울 은평구 증산로 5길 6,T.02-307-6030

서울교통공사3호선구파발역,서울 은평구 진관2로 15-25,T.02-6110-3201

서울교통공사6호선불광역,서울 은평구 통일로 723-1,T.02-6311-6121

서부경찰서,서울 은평구 포돌이길 3,T.02-389-3840

서울교통공사1호선종로3가역,서울 종로구 돈화문로11길 26,T.02-6110-1301

서울특별시교육청어린이도서관,서울 종로구 사직로9길 7,T.02-731-2371

종로구청,서울 종로구 삼봉로 43,T.02-2148-1305

국립현대미술관서울관,서울 종로구 삼청로 30,T.02-3701-9524

아이들극장,서울 종로구 성균관로 91,T.02-2088-4290

서울교통공사5호선광화문역,서울 종로구 세종대로 172,T.02-6311-5331

종로구보건소,서울 종로구 자하문로19길 36,T.02-2148-3639

서울교통공사1호선동대문역,서울 종로구 종로 302,T.02-6110-1281

동부진료소,서울 종로구 지봉로5길 7-5,T.02-2148-3659

삼익패션타운,서울 중구 남대문시장8길 7,T.02-756-7536

롯데백화점본점,서울 중구 남재문로 81,T.02-772-3593

서울교통공사6호선약수역,서울 중구 다산로 115,T.02-6311-6331

서울중구육아종합지원센터,서울 중구 다산로32길 5,T.02-2263-2626

어울림도서관,서울 중구 다산로38길 66-35,T.02-2280-8499

중구보건소,서울 중구 다산로39길 16,T.02-3396-6356

서울교통공사2호선시청역,서울 중구 서소문로 127,T.02-6110-2011

서울도서관,서울 중구 세종대로 110,T.02-2133-0300

신세계백화점본점,서울 중구 소공로 63,T.02-310-1611

국립중앙의료원,서울 중구 을지로 245,T.02-2260-7034

롯데패션몰,서울 중구 을지로 264,T.02-6262-4500

서울시녹색장난감도서관,서울 중구 을지로 42,T.02-753-0222

서울교통공사4호선동대문역사문화공원역,서울 중구 장충단로 230,T.02-6110-4221

두산타워,서울 중구 장충단로 275,T.02-3398-1688

국립중앙극장,서울 중구 장충단로 59,T.02-2280-4016

현대시티아울렛동대문점,서울 중구 장충단로13길 20,T.02-2283-2233

중구청,서울 중구 창경궁로 17,T.02-3396-4504

이마트청계천점,서울 중구 청계천로 400,T.02-2290-1052

청구역5호선6호선,서울 중구 청구로 77,T.02-6311-5371

롯데마트서울역,서울 중구 청파로 426,T.02-390-2500

장난감대여센터면목점,서울 중랑구 동일로 591,T.02-439-6700

이마트상봉점,"서울 중랑구 상봉로 118 (망우동, E-마트 상봉점)",T.02-490-1004

서울교통공사7호선상봉역,서울 중랑구 망우로 297,T.02-6311-7201

홈플러스서울상봉점,서울 중랑구 망우로 353,T.02-6922-8121

한국철도공사망우역,서울 중랑구 망우로55길 11-10,T.02-432-7788

망우본동복합청사,서울 중랑구 망우로67길 10,T.02-495-2530

중랑숲어린이도서관,서울 중랑구 망우로73길 46-1,T.02-6235-1157

중랑구보건소,서울 중랑구 봉화산로 179,T.02-2094-0836

홈플러스면목점,서울 중랑구 사가정로 332,T.02-437-2080

면목38동주민센터,서울 중랑구 사가정로51길 48,T.02-2094-0182

한국철도공사양원역,서울 중랑구 송림길 147,T.02-435-7788

중랑구립정보도서관,서울 중랑구 신내로15길 197,T.02-490-9112

한국철도공사신내역,서울 중랑구 신내역로 20,T.02-2207-7789

한국철도공사중랑역,서울 중랑구 중랑역로 9,T.02-436-7785

세종고속시외버스터미널,"세종특별자치시 갈매로 37-12 (대평동, 세종고속시외버스터미널)",T.070-4904-3263

이마트세종점,"세종특별자치시 금송로 687 (가람동, 이마트세종점)",T.044-902-1234

한솔동주민센터,"세종특별자치시 노을3로 85 (한솔동, 한솔동주민센터)",T.044-301-6114

국립세종도서관,"세종특별자치시 다솜3로 48 (어진동, 국립세종도서관)",T.044-900-9018

종촌종합복지센터육아종합지원센터,"세종특별자치시 도움1로 116 (종촌동, 종촌종합복지센터)",T.044-865-0561

종촌동주민센터,"세종특별자치시 도움3로 125 (종촌동, 종촌동주민센터)",T.044-301-6400

고운동주민센터북측,"세종특별자치시 마음로 284 (고운동, 고운동주민센터)",T.044-301-6614

아름동주민센터,"세종특별자치시 보듬3로 114 (아름동, 아름동행정복지센터)",T.044-301-6343

도담동복합커뮤니티센터,"세종특별자치시 보람로 77 (도담동, 도담동주민센터)",T.044-867-9336

새롬종합복지센터공동육아나눔터,"세종특별자치시 새롬로 14 (새롬동, 새롬종합복지센터)",T.044-867-9466

세종호수공원관리센터옆,"세종특별자치시 연기면 다솜로 216 (세종리, 세종호수공원판매시설)",T.044-301-3644

연서면사무소,"세종특별자치시 연서면 대첩로 238 (성제리, 연서면사무소, 연서면119지역대)",T.044-301-5700

홈플러스세종점,"세종특별자치시 절재로 154 (어진동, 홈플러스 세종점)",T.044-715-8000

세종시보건소,"세종특별자치시 조치원읍 건강길 16 (교리, 세종특별자치시보건소)",T.044-301-2133

조치원역,"세종특별자치시 조치원읍 으뜸길 215 (원리, 조치원역)",T.044-867-3493

홈플러스조치원점,세종특별자치시 조치원읍 허만석로 60-1 (번암리),T.044-861-8103

보람동주민센터,"세종특별자치시 호려울로 42 (보람동, 보람동주민센터)",T.044-301-6700

울산세무서,"울산 남구 갈밭로 49 (삼산동, 울산세무서)",T.052-259-0243

울산남부도서관,"울산 남구 거마로13번길 6 (옥동, 울산남부도서관)",T.052-259-7576

미즈병원,"울산 남구 남산로 2 (무거동, 울산미즈병원)",T.052-220-0190

위드여성병원,울산 남구 남중로 123 (삼산동),T.052-915-8316

이마트 울산점,"울산 남구 남중로 48 (삼산동, 울산점 EMART)",T.052-220-1053

울산대공원 1,울산 남구 대공원로 94 (옥동),T.052-226-0309

울산세관,울산 남구 대암로90번길 27 (야음동),T.052-278-2236

남구청,"울산 남구 돋질로 233 (달동, 울산광역시 남구청)",T.052-226-5443

울산 남구육아종합지원센터,"울산 남구 돋질로 251 (달동, 영유아플라자)",T.052-256-9508

보람병원,"울산 남구 돋질로336번길 10 (삼산동, 울산보람병원)",T.052-278-0159

울산박물관,"울산 남구 두왕로 277 (신정동, 박물관)",T.052-229-4713

문수실내수영장,"울산 남구 문수로 44 (옥동, 울산문수축구경기장)",T.052-220-2512

KBS울산방송국,"울산 남구 번영로 212 (달동, 한국방송공사울산방송국)",T.052-270-7151

세이브존,"울산 남구 번영로250번길 9 (삼산동, 세이브존)",T.052-279-9908

울산지방법원,"울산 남구 법대로 55 (옥동, 울산지방법원)",T.052-216-8122

인구보건복지협회 울산지회 가족보건의원,"울산 남구 봉월로 63 (신정동, 인구보건복지협회)",T.052-273-4463

종하체육관,"울산 남구 봉월로38번길 32 (신정동, 울산광역시종하체육관)",T.052-273-0286

서울아동병원,울산 남구 북부순환도로 25 (무거동),T.052-922-1100

선암동행정복지센터,"울산 남구 산업로325번길 34 (선암동, 선암동주민센터)",T.052-226-2946

뉴코아아울렛 울산점,울산 남구 삼산로 217 (달동),T.052-228-5260

현대백화점 울산점,"울산 남구 삼산로 261 (삼산동, 현대백화점)",T.052-228-1303

롯데백화점 울산점,"울산 남구 삼산로 288 (삼산동, 롯데백화점, 울산고속버스터미널)",T.052-960-3798

롯데마트 울산점,울산 남구 삼산로 74,T.228-2521

국민건강보험공단 울산남부지사,울산 남구 삼산로35번길 26 (신정동),T.052-226-9113

울산남구보건소,"울산 남구 삼산중로 132 (삼산동, 울산남구보건소)",T.052-226-2482

근로자종합복지회관,울산 남구 삼산중로 144 (삼산동),T.052-227-4103

프라우메디병원,울산 남구 삼산중로 94,T.052-226-7140

홈플러스 울산남구점,울산 남구 수암로 148,T.270-8000

고래박물관 1,"울산 남구 장생포고래로 244 (매암동, 장생포고래박물관)",T.052-226-1931

울산광역시 여성인력개발센터,울산 남구 정동로20번길 24 (삼산동),T.052-258-8061

울산시청,"울산 남구 중앙로 201 (신정동, 울산광역시청)",T.052-229-3441

울산고용복지플러스센터,울산 남구 화합로 106 (삼산동),T.052-228-1984

업스퀘어,울산 남구 화합로 185 (삼산동),T.052-990-5126

방어동행정복지센터,"울산 동구 꽃바위로 325 (방어동, 방어동행정복지센터)",T.052-209-4161

대송동 행정복지센터,"울산 동구 대송5길 10 (화정동, 대송동주민센터)",T.052-209-4256

남목3동 행정복지센터,"울산 동구 동해안로 100 (동부동, 남목3동주민센터)",T.052-209-4434

한마음회관,울산 동구 바드래1길 30,T.209-7910

울산광역시 육아종합지원센터 1,"울산 동구 바드래1길 61 (전하동, 육아종합지원센터)",T.052-266-4173

미래아동병원,"울산 동구 방어진순환도로 1162 (서부동, 미래아동병원)",T.052-235-5533

남목1동 행정복지센터,"울산 동구 방어진순환도로 1170 (서부동, 남목1동주민센터)",T.052-209-4375

홈플러스 울산동구점,"울산 동구 방어진순환도로 637 (일산동, 홈플러스)",T.052-230-8121

쥬라기소아청소년과의원,울산 동구 방어진순환도로 645 (일산동),T.052-251-3336

울산연합소아청소년과의원,울산 동구 방어진순환도로 652 (일산동),T.052-236-7711

로즈메디산부인과,울산 동구 방어진순환도로 747,T.234-3575

울산대학교병원 1,"울산 동구 방어진순환도로 877 (전하동, 울산대학교병원)",T.052-250-7918

현대백화점 울산동구점,"울산 동구 방어진순환도로 899 (서부동, 현대백화점)",T.052-250-4104

동구보건소,"울산 동구 봉수로 155 (화정동, 종합사회복지관,보건소,동구청소년문화의집)",T.052-209-4467

울산동부도서관,"울산 동구 봉수로 505 (서부동, 동부도서관)",T.052-241-2301

주효섭소아청소년과,울산 동구 진성14길 90 (전하동),T.052-235-3733

울산동부경찰서,"울산 동구 진성4길 11 (전하동, 울산동부경찰서)",T.052-210-7323

중앙도서관,"울산 북구 두부곡1길 9 (연암동, 중앙도서관)",T.052-241-7415

명촌어린이도서관,"울산 북구 명촌12길 11 (명촌동, 명촌문화센터)",T.052-241-7461

북구문화예술회관,"울산 북구 산업로 1000 (연암동, 문화예술회관)",T.052-241-7355

북구보건소,"울산 북구 산업로 1018 (연암동, 보건소)",T.052-241-8244

울산공항,"울산 북구 산업로 1103 (송정동, 울산공항)",T.052-219-6223

대영교회,울산 북구 상방로 180,T.288-1771

홈플러스 울산북구점,"울산 북구 신답로 26 (상안동, 홈플러스)",T.052-293-2080

세대공감 창의놀이터,울산 북구 중보길 42 (중산동),T.052-241-8540

울산광역시 유아교육진흥원,"울산 북구 지당5길 17 (송정동, 유아교육진흥원)",T.052-286-9350

신선도원몰,"울산 북구 진장17길 10 (진장동, 메가마트)",T.052-219-8000

롯데마트 진장점,"울산 북구 진장유통로 64 (진장동, 롯데마트)",T.052-240-2522

코스트코울산점,"울산 북구 진장유통로 78-12 (진장동, 코스트코)",T.052-290-7842

농협울산유통센터,"울산 북구 진장유통로 90 (진장동, 농수산물종합유통센터)",T.052-210-8824

울주군육아종합지원센터,울산 울주군 범서읍 구영로 101-18 (구영리),T.052-246-0600

구영365소아청소년과,"울산 울주군 범서읍 구영로 86 (구영리, GM프라자)",T.052-248-3650

태화강생태관,"울산 울주군 범서읍 구영로 31 (구영리, 태화강생태관)",T.052-204-1655

범서읍보건지소,"울산 울주군 범서읍 송현길 72 (천상리, 범서읍 행정복지센터)",T.052-204-2832

범서읍행정복지센터,"울산 울주군 범서읍 송현길 72 (천상리, 범서읍 행정복지센터)",T.052-204-4216

하나로마트 울산원예농협본점,"울산 울주군 범서읍 장검길 10 (굴화리, 울산원예농협하나로마트)",T.052-220-6512

선바위도서관,"울산 울주군 범서읍 점촌3길 40 (구영리, 울주선바위도서관)",T.052-204-2941

햇살아동병원,울산 울주군 범서읍 천상중앙길 80 (천상리),T.052-211-8448

메가마트 언양점,울산 울주군 삼남면 반구대로 612 (교동리),T.052-255-6001

삼남면행정복지센터,울산 울주군 삼남면 작괘들길 2 (교동리),T.052-204-4922

서울산보람병원,"울산 울주군 삼남면 중평로 53 (교동리, 서울산보람병원)",T.052-255-7114

울산하늘공원,"울산 울주군 삼동면 보삼길 550 (조일리, 울산하늘공원)",T.052-255-3827

울주군보건소,"울산 울주군 삼남면 서향교1길 67-12 (교동리, 울주군보건소)",T.052-204-2744

언양읍행정복지센터,"울산 울주군 언양읍 동문길 7 (동부리, 언양읍 행정복지센터)",T.052-204-4443

울주도서관,"울산 울주군 언양읍 언양로 109 (어음리, 울주도서관)",T.052-255-8132

울산역,"울산 울주군 삼남면 울산역로 177 (신화리, 울산역)",T.052-930-8004

온양읍행정복지센터,울산 울주군 온양읍 남창1길 20 (남창리),T.052-238-3505

울주군옹기종기도서관,울산 울주군 온양읍 온양로 38-1 (운화리),T.052-239-7413

남부통합보건지소,"울산 울주군 온양읍 터실1길 13 (망양리, 남부통합보건지소)",T.052-204-2816

웅촌보건지소,"울산 울주군 웅촌면 새초천길 12 (곡천리, 웅촌보건지소)",T.052-204-2843

울주군청,"울산 울주군 청량읍 군청로 1 (율리, 울주군청)",T.052-204-0472

국민건강보험공단 울산중부지사,"울산 중구 구교로 41 (학산동, UBC울산방송국)",T.052-241-0112

맘스여성병원,울산 중구 남외2길 36 (남외동),T.052-290-6090

중구청,"울산 중구 단장골길 1 (복산동, 중구청)",T.052-290-3194

홈플러스울산점,"울산 중구 번영로 475 (복산동, 홈플러스울산점)",T.052-290-8121

튼튼아동병원,울산 중구 번영로 590,T.052-212-7575

울산중부경찰서,"울산 중구 번영로 620 (남외동, 울산중부경찰서)",T.052-241-4312

울산광역시교육청,"울산 중구 북부순환도로 375 (유곡동, 울산광역시교육청)",T.052-210-5716

동천체육관,"울산 중구 염포로 85 (남외동, 동천체육관)",T.052-294-4120

중구보건소,"울산 중구 외솔큰길 225 (남외동, 중구보건소)",T.052-290-4343

중구육아종합지원센터,울산 중구 종가8길 66 (복산동),T.052-275-1233

한국산업인력공단,"울산 중구 종가로 345 (교동, 한국산업인력공단)",T.052-714-8081

동강병원,"울산 중구 태화로 239 (태화동, 동강병원)",T.052-241-1282

강화군도서관,"인천 강화군 강화읍 북문길9번길 18 (관청리, 강화도서관)",T.032-932-8264

계양역,"인천 계양구 다남로 24 (귤현동, 계양역)",T.032-710-9105

이마트 계양점,인천 계양구 봉오대로 785,T.032-717-1052

임학역,"인천 계양구 장제로 지하 875 (임학동, 임학역)",T.032-541-3113

엠앤비여성병원,인천 계양구 장제로772번길 2,T.032-552-3500

홈플러스스토어즈,"인천 미추홀구 소성로 6 (용현동, 홈플러스)",T.032-713-5922

학나래도서관,인천 남구 한나루로 444,T.032-880-8715

인천대공원시설공단,"인천 남동구 무네미로 236 (장수동, 인천대공원사업소)",T.032-465-1524

남동구보건소,"인천 남동구 소래로 633 (만수동, 남동구청)",T.032-453-5125

인천동구청,"인천 동구 금곡로 67 (송림동, 동구청)",T.032-770-6144

2001아울렛부평점,"인천 부평구 경원대로 1277 (산곡동, 2001아울렛부평점)",T.032-573-2001

롯데마트부평역점,인천 부평구 광장로 16,T.032-454-2500

부평기적의도서관,"인천 부평구 길주남로 166 (부개동, 부평기적의도서관)",T.032-505-0612

롯데마트삼산점,"인천 부평구 길주로 623 (삼산동, 대덕리치아노)",T.032-363-2512

롯데마트부평점,"인천 부평구 마장로 296 (산곡동, 롯데마트 부평점)",T.032-509-2525

청천보건지소,"인천 부평구 마장로410번길 5 (청천동, 청천2동주민센터)",T.032-509-8956

프라임마리스부평점,인천 부평구 마장로 489,T.02-1666-3791

부평구청,"인천 부평구 부평대로 168 (부평동, 부평구청)",T.032-509-6312

부평구보건소,"인천 부평구 부흥로 291 (부평동, 부평구 보건소)",T.032-509-8203

부평아트센터,"인천 부평구 아트센터로 166 (십정동, 부평아트센터)",T.032-500-2000

국민건강보험공단부평지사,"인천 부평구 안남로434번길 11 (청천동, 국민건강보험공단부평지사)",T.032-509-4112

부평어울림센터,"인천 부평구 장제로 235 (부평동, 부평구자원봉사센터)",T.032-509-5040

부평굴포누리기후변화체험관,"인천 부평구 장제로 267 (갈산동, 갈산배수펌프장)",T.032-509-3903

인천삼산월드체육관,"인천 부평구 체육관로 60 (삼산동, 삼산월드체육관)",T.032-500-4532

가정중앙시장역,"인천 서구 가남로 400 (가정동, 가정중앙시장역(인천2호선))",T.032-451-4312

인천가좌역,"인천 서구 가석로 67 (가좌동, 인천가좌역)",T.032-451-4315

홈플러스가좌점,"인천 서구 가정로151번길 11 (가좌동, 홈플러스 가좌점)",T.032-453-8119

검단오류역,"인천 서구 검단로 187 (오류동, 검단오류역(검단산업단지-인천2호선))",T.032-451-4301

왕길역,"인천 서구 검단로 323 (왕길동, 왕길역(인천2호선))",T.032-451-4302

검단사거리역,"인천 서구 검단로 473 (왕길동, 검단사거리역(인천2호선))",T.032-451-4303

검단출장소,"인천 서구 검단로502번길 15 (마전동, 검단출장소)",T.032-560-3202

검단1동주민센터,"인천 서구 검단로529번길 14 (마전동, 검단동 행정복지센터)",T.032-560-3260

검암역,"인천 서구 검바위로 4 (검암동, 검암역(인천2호선))",T.032-451-4307

검암도서관,"인천 서구 검암로20번길 20 (검암동, 검암도서관)",T.032-565-1610

서구건강가정지원센터연희공동육아나눔터,"인천 서구 경명대로693번길 6 (공촌동, 서구건강가정지원센터, 서구다문화지원센터)",T.032-569-1546

청라국제도서관,"인천 서구 담지로 24 (청라동, 청라국제도서관(제1공공도서관))",T.032-562-6823

주안국가산단역,"인천 서구 방축로 343 (가좌동, 주안국가산단역(인천J밸리))",T.032-451-4317

가정역,"인천 서구 봉오대로 234 (가정동, 가정역(루원시티-인천2호선))",T.032-451-4311

모다아울렛인천점,"인천 서구 북항로32번안길 50 (원창동, 모다아울렛 인천점)",T.032-288-5000

서구청역,"인천 서구 서곶로 294 (심곡동, 서구청역(인천2호선))",T.032-451-4310

서구청,"인천 서구 서곶로 307 (심곡동, 서구청)",T.032-560-4253

아시아드경기장역,"인천 서구 서곶로 382 (연희동, 아시아드경기장역(공촌사거리-인천2호선))",T.032-451-4309

검바위역,"인천 서구 서곶로 492 (검암동, 검바위역(인천2호선))",T.032-451-4308

이마트검단점,"인천 서구 서곶로 754 (당하동, 당하 이마트)",T.032-440-1234

독정역,"인천 서구 서곶로 760 (백석동, 독정역(인천2호선))",T.032-451-4306

서구문화회관,"인천 서구 서달로 190 (가정동, 가정청소년문화의집)",T.032-579-1150

석남도서관,"인천 서구 서달로137번길 6-12 (석남동, 석남도서관)",T.032-575-2600

석남역,"인천 서구 가석로 257 (석남동, 석남역(거북시장-인천2호선))",T.032-451-4313

심곡도서관,"인천 서구 심곡로 31 (심곡동, 심곡도서관)",T.032-568-0133

청라국제도시역,"인천 서구 에코로 163 (청라동, 청라국제도시역)",T.032-745-7560

가재울역,"인천 서구 열우물로 252 (가좌동, 가재울역)",T.032-451-4316

신석도서관,"인천 서구 염곡로 299 (석남동, 신석도서관)",T.032-571-9457

마전역,"인천 서구 완정로 68 (마전동, 마전역(인천2호선))",T.032-451-4304

서구건강가정지원센터검단공동육아나눔터,"인천 서구 완정로188번2길 3 (마전동, 검단어린이집)",T.032-569-1546

검단도서관,"인천 서구 완정로92번길 18 (마전동, 검단어린이도서관)",T.032-561-4117

롯데마트검단점,"인천 서구 원당대로 581 (마전동, 롯데마트)",T.032-560-2524

완정역,"인천 서구 원당대로 650 (당하동, 완정역(인천2호선))",T.032-451-4305

홈플러스청라점,"인천 서구 중봉대로 587 (청라동, 홈플러스 인천청라점)",T.032-723-8804

홈씨시인천점,인천 서구 중봉대로393번길 26 (원창동),T.032-570-7064

청라복합문화센터,"인천 서구 청라대로 26 (청라동, 청라복합문화센터)",T.070-8177-5611

국민건강보험서부지사,"인천 서구 청라에메랄드로 94 (청라동, 인천 청라빌딩)",T.032-560-9112

롯데마트청라점,"인천 서구 청라커낼로 252 (청라동, 청라 롯데캐슬)",T.032-590-2521

청라호수도서관,"인천 서구 크리스탈로 59 (청라동, 청라호수도서관(청라제2공공도서관))",T.032-563-8124

서구보건소,"인천 서구 탁옥로 39 (심곡동, 서구보건소)",T.032-560-5058

동춘역,"인천 연수구 경원대로 지하 180 (동춘동, 동춘역)",T.032-814-5702

이마트연수점,"인천 연수구 경원대로 184 (동춘동, 이마트)",T.032-810-2500

인천시평생학습관,"인천 연수구 경원대로 73 (동춘동, 인천광역시평생학습관)",T.032-899-1552

동막역,"인천 연수구 경원대로 지하 80 (동춘동, 동막역)",T.032-816-5584

연수어린이도서관,"인천 연수구 먼우금로 164 (동춘동, 연수어린이도서관)",T.032-749-8203

연수역,"인천 연수구 벚꽃로 115 (연수동, 연수역)",T.031-8077-5581

원인재역,"인천 연수구 벚꽃로 195 (연수동, 원인재역(수인선))",T.031-8077-5571

송도역,"인천 연수구 비류대로 175 (옥련동, 송도역)",T.031-8077-5592

연수청학도서관,"인천 연수구 솔샘로 146 (청학동, 연수청학도서관)",T.032-749-8254

트리플스트리트,"인천 연수구 송도과학로16번길 33-1 (송도동, 송도 트리플스트리트)",T.032-310-9600

테크노파크역,"인천 연수구 송도국제대로 지하 150 (송도동, 테크노파크역)",T.032-451-3184

홈플러스인천송도점,"인천 연수구 송도국제대로 165 (송도동, 홈플러스 복합쇼핑몰(송도점))",T.032-220-8000

캠퍼스타운역,"인천 연수구 송도국제대로 지하 66 (송도동, 캠퍼스타운역)",T.032-451-3183

NC큐브커넬워크점,"인천 연수구 아트센터대로 87 (송도동, 커낼워크D4 WINTER)",T.032-723-6308

연수구청,"인천 연수구 원인재로 115 (동춘동, 연수구청)",T.032-749-6758

인천대입구역,"인천 연수구 인천타워대로 지하 155 (송도동, 인천대입구역)",T.032-832-3186

센트럴파크역,"인천 연수구 인천타워대로 지하 240 (송도동, 센트럴파크역)",T.032-832-3187

국제업무단지역,"인천 연수구 인천타워대로 지하 334 (송도동, 국제업무지구역)",T.032-451-3188

지식정보단지역,"인천 연수구 인천타워대로 지하 57 (송도동, 지식정보단지역)",T.032-451-3185

송도건강생활지원센터,"인천 연수구 인천타워대로54번길 19 (송도동, 송도건강생활지원센터)",T.032-749-6925

홈플러스인천연수점,"인천 연수구 청능대로 210 (동춘동, 스퀘어원)",T.032-430-8000

롯데마트 연수점,인천 연수구 청능대로 87,T.032-810-2500

롯데마트송도점,"인천 연수구 컨벤시아대로 177 (송도동, 롯데마트)",T.032-222-2500

코스트코송도점,"인천 연수구 컨벤시아대로230번길 60 (송도동, 코스트코홀세일 송도점)",T.02-1899-9900

연수1동주민센터,"인천 연수구 함박뫼로 127 (연수동, 연수1동행정복지센터)",T.032-749-6176

연수구보건소,"인천 연수구 함박뫼로 13 (청학동, 연수보건소)",T.032-749-8152

해돋이도서관,"인천 연수구 해돋이로 7 (송도동, 해돋이도서관)",T.032-749-6955

인천공항철도영종역,"인천 중구 백운로414번길 75 (운북동, 영종역)",T.032-745-7321

용유역,인천 중구 용유로 44,T.032-742-4333

신포역,"인천 중구 우현로 지하 3 (사동, 신포역(수인선))",T.031-8077-5661

워터파크역,인천 중구 공항서로 83 (운서동),T.032-742-4333

합동청사역,인천 중구 운서동 2850-10,T.032-742-4333

국제업무단지역(파라다이스시티역),인천 중구 운서동 2851-47,T.032-742-4333

이마트동인천점,"인천 중구 인중로 134 (신생동, 동인천이마트)",T.032-451-1053

인천학생교육문화회관,"인천 중구 자유공원로 12 (인현동, 인천학생교육문화회관)",T.032-760-3412

중구드림스타트팀,"인천 중구 참외전로72번길 25 (전동, 동인천동 행정복지센터)",T.032-760-6381

롯데마트영종점,"인천 중구 흰바위로 51 (운서동, 롯데마트)",T.032-745-3547

이마트트레이더스송림점,"인천 동구 봉수대로 82 (송림동, 이마트 트레이더스)",T.032-722-1052

꿈앤뜰키즈랜드,"인천 동구 솔빛로 82 (송림동, 동구청소년수련관)",T.032-764-1070

동구랑스틸랜드키즈카페,"인천 동구 화수로69번길 17 (화수동, 동구랑 스틸랜드)",T.032-761-2435

강진군보건소,전남 강진군 강진읍 목리길 11,T.061-430-3574

강진군청,전남 강진군 강진읍 탐진로 111,T.061-430-3716

고흥군보건소,전남 고흥군 고흥읍 등암3길 5,T.061-830-6629

보건의료원,전남 곡성군 곡성읍 곡성로 854,T.061-360-7573

섬진강기차마을역1,전남 곡성군 오곡면 기차마을로 232,T.061-362-7461

LF스퀘어광양점1,전남 광양시 광양읍 순광로 466,T.061-815-4500

광양시보건소,전남 광양시 광양읍 인덕로 1100,T.061-797-4032

광양역,전남 광양시 광양읍 해광로 800,T.061-762-7788

건강보험공단,전남 광양시 시청로 20,T.061-913-4313

광양시청,전남 광양시 시청로 33,T.061-797-3394

중마통합보건지소,전남 광양시 중동로 42,T.061-797-4065

섬진강휴게소(부산방향),전남 광양시 진월면 섬진강매화로 141,T.061-772-7986

섬진강휴게소(순천방향),전남 광양시 진월면 신답길 24-14,T.061-772-7993

홈플러스광양점,전남 광양시 항만11로 70,T.061-760-8003

구례군보건의료원,전남 구례군 구례읍 동편제길 30,T.061-780-2025

구례군청,전남 구례군 구례읍 봉성로 1,T.061-780-2284

마산면사무소,전남 구례군 마산면 화업사로 150,T.061-780-2850

문척면사무소,전남 구례군 문척면 수달생태로 268-12,T.061-780-2820

빛가람건강생활지원센터,전남 나주시 빛가람로 721,T.061-339-4752

국민건강보험공단나주지사,전남 나주시 송월3길 19,T.061-330-9800

나주시청,전남 나주시 시청길 22,T.061-339-8732

나주시보건소,전남 나주시 풍물시장2길 57-32,T.061-339-2128

담양군보건소,전남 담양군 담양읍 완동길 10-11,T.061-380-3989

담양관광정보센터,전남 담양군 담양읍 죽녹원로 130,T.061-380-2820

목포문화예술회관,전남 목포시 남농로 135,T.061-270-8484

시민문화체육센터,전남 목포시 부주로 312,T.061-270-4061

다문화가족지원센터,전남 목포시 산정로150번길 22,T.061-278-4222

어린이바다과학관,전남 목포시 삼학도92번길 98,T.061-242-6359

김대중노벨평화상기념관,전남 목포시 삼학로92번길 68,T.061-245-5660

상동주민센터,전남 목포시 상리로1번길 32,T.061-270-4831

하당보건지소,전남 목포시 석현로 48,T.061-270-8201

건강가정지원센터,전남 목포시 송림로41번길 11,T.061-279-2311

산정동주민센터,전남 목포시 양을로 144,T.061-270-4565

목포시청종합민원실,전남 목포시 양을로 203,T.061-270-3247

홈플러스목포점,전남 목포시 영산로 313,T.061-241-8114

목포역,전남 목포시 영산로 98,T.061-240-4289

이마트목포점,"전남 목포시 옥암로 138 (옥암동, 목포이마트)",T.061-260-1053

용해동주민센터,전남 목포시 용당로 335,T.061-270-4790

시립도서관,전남 목포시 용당로160번길 32,T.061-278-3320

원산동주민센터,전남 목포시 원산로145번길 20,T.061-270-4605

목포시보건소,전남 목포시 원산로45번길 5,T.061-277-4000

공공도서관,전남 목포시 원산주택로3번길 4,T.061-270-3843

롯데마트목포점,전남 목포시 원형서로 15,T.061-280-2501

하당동주민센터,전남 목포시 하당로 215,T.061-270-4855

신흥동주민센터,전남 목포시 하당로 66,T.061-270-4877

여객선터미널,전남 목포시 해안로 182,T.061-240-6043

전남여성가족재단,전남 무안군 삼향읍 어진누리길 30,T.061-260-7317

보성군청,전남 보성군 보성읍 송재로 165,T.061-850-5252

보성군보건소,전남 보성군 보성읍 송재로153,T.061-850-5662

순천만국가정원2,전남 순천시 국가정원1호길 47,T.061-749-2869

낙안읍성1,전남 순천시 낙안면 충민길 30,T.061-749-8850

순천시립그림책도서관,전남 순천시 도서관길 33,T.061-749-8928

순천시립조례호수도서관,전남 순천시 조례2길 31,T.061-749-8891

